Name	Count
[Finska pappersindustriidkarenes förbund],	  16
[Svenska folkskolans vänner],	  16
Akademiska Bokhandeln, distr.,	  16
Almqvist & Wiksell,	  16
B. B. Bergdahl,	  16
Finska Litteratur-sällskapet,	  16
H. Nurhonen,	  16
Jyväskylän kaupunki,	  16
Ljus,	  16
Minerva,	  16
P. R. Wiitanen,	  16
Suomen geologinen toimisto,	  16
Suomen säästöpankkiyhdistys,	  16
Tampereen kirjapaino-osakeyhtiö,	  16
Turistföreningen i Finland,	  16
Wesander,	  16
[Emil Hagelberg],	  15
[Suomalainen puolue],	  15
[Teollisuushallitus],	  15
Bärlund,	  15
Frenckell :|Edlund,	  15
Geologiska Kommissionen :|Akademiska Bokhandeln, jakaja,	  15
Hämeen sanomain kirjapaino,	  15
Hufvudstadsbladet,	  15
Jyväskylän kirjapaino,	  15
K. Kaatra,	  15
Karjalan veljeskunta,	  15
Kuopion uusi kp.,	  15
Kustannusosakeyhtiö Kirja,	  15
Lindgren,	  15
Nykterhetens Vänner,	  15
Sos.-dem. eduskuntaryhmä,	  15
Suomalainen Kirjallisuuden Seura,	  15
Suomalaisen puolueen kanslia,	  15
Suomen eläinsuojelusyhdistys,	  15
Tuberkulosin vastustamisyhdistys,	  15
Valo,	  15
[Finska Metallindustrins Arbetsgifvareförbund],	  14
[Frenckell],	  14
Axel E. Lindgren,	  14
Backman,	  14
G. W. Edlunds förlag,	  14
Hagelstams bokhandel,	  14
K. Valovuori,	  14
Kewät-yhtiö,	  14
Kirjoittaja,	  14
Konkordia-liitto,	  14
Korpivaara & Halla,	  14
Lindstedt'in antikvaarinen kirjakauppa,	  14
Lutherska evangeliföreningen i Finland,	  14
Matkailutoimisto Finlandia,	  14
Osuuskunta Väinämöinen,	  14
Savon työväen sanomalehti- ja kirjapaino-osuuskunta,	  14
Suomen muinaismuistoyhdistys,	  14
Svenska litteratursälskapet i Finland,	  14
Unggren,	  14
[Föreningen Martha] :|Akademiska Bokhandeln, jakaja,	  13
[K. J. Gummerus],	  13
[Kyrkomötet],	  13
[Länsisuomalaisten esitelmätoimikunta],	  13
[N. M. Lindh],	  13
Akademiska Bokhandeln, jakaja,	  13
Akateeminen kirjakauppa, jakaja,	  13
Autola,	  13
B. E. Martin,	  13
Centraltryckeriet,	  13
Finska Historiska Samfundet,	  13
G. A. Ekholm,	  13
Hemma och Utes redaktion,	  13
hos J. C. Frenckell & Son,	  13
J. Karsten,	  13
Karsten,	  13
Kauppakp.,	  13
Länsisuomalais-osakunta,	  13
Lilius ja Hertzberg,	  13
Nordstedt,	  13
ntamo,	  13
O. B. Blomfelt,	  13
O. W. Backman,	  13
Päivälehden kirjapaino,	  13
Stockmann,	  13
Suomalaisen puolueen naisvaliokunta,	  13
tryckt hos J. Simelius,	  13
Työmies kustannusyhtiö,	  13
[Suomen historiallinen seura],	  12
Arvi A. Karisto,	  12
Etelä-Savon kirjapaino,	  12
excudebant J. C. Frenckell [et] fil.,	  12
excudebant J. C. Frenckell & fil.,	  12
F. Tilgmann,	  12
Finlands Svenska Arbetareförbund,	  12
Finska vetenskaps-societeten,	  12
Finska vetenskapssocieteten,	  12
Frenckell :|Granlund,	  12
Geologiska Kommissionen :|Akademiska bokhandeln, jakaja,	  12
H. W. Marjamaa,	  12
Helsingfors stad,	  12
Helsingin Autokeskus,	  12
hos G. O. Wasenius,	  12
Kirja kerrallaan,	  12
Koulutarpeiden keskusliike,	  12
Kustannusliike Tarmo,	  12
litteris Joh. Christoph. Frenckell & fil.,	  12
Norstedt,	  12
Pyhän Sergein ja Hermanin veljeyskunta,	  12
Raivaajan kirjapaino,	  12
S. Hirzel,	  12
SKS,	  12
Suomen ammattijärjestö,	  12
Suomen maantieteellinen yhdistys,	  12
Suomen muinaismuisto-yhdistys,	  12
Suomen N. M. K. Y. ja N. K. Y. liitto,	  12
Suomen osuuskauppojen keskusosuuskunta,	  12
Suomen suoviljelysyhdistys,	  12
Terveydenhoitoyhdistys,	  12
tryckt hos J. Simelii Enka,	  12
Työväen sanomalehti-osakeyhtiö,	  12
Tytty Lagerstedt,	  12
Uususkonnollinen kustannusliike,	  12
Väinämöisen kirjakauppa,	  12
Viipurin kaupunki,	  12
W. Bensow,	  12
W. Söderström,	  12
Waseniuska Bokhandeln, jakaja,	  12
Zentralantiquariat der Deutschen demokratischen Republik,	  12
[Föreningen för arbetareskydd och socialförsäkring i Finland],	  11
[Landtbruksstyrelsen],	  11
[Suomen senaatti],	  11
[Weilin & Göös],	  11
Åbo stad,	  11
Bergdahl,	  11
Bibel-sällskapets boktryckeri,	  11
C. J. Wikberg,	  11
Edlundin kirjakauppa,	  11
Etelä-Pohjanmaan nuorisoseura,	  11
excudebant J. C. Frenckell et fil.,	  11
F. Liewendals lithogr. tr.,	  11
G.W. Edlund,	  11
Gyldendal,	  11
Helluntaiherätys,	  11
Helminen,	  11
Helsingfors Stads Elektricitetsverk,	  11
Helsingin Soutuklubi,	  11
hos J. Simelii Enka,	  11
Ilkka,	  11
in officina Frenckelliana,	  11
Keisarillinen Suomen senaatti,	  11
Keski-Suomen näkövammaiset,	  11
Keskinäinen vakuutuslaitos Sampo,	  11
Kurikka,	  11
Kustannus oy. Kirja,	  11
Lindstedtin antikvaarinen kirjakauppa,	  11
Lit. F. Livendal',	  11
Luth. Evang. fören.,	  11
Macmillan,	  11
Martta-yhdistys,	  11
Missionsbokhandeln,	  11
Nova,	  11
O.y. Valistus,	  11
Öfversättaren,	  11
Olán,	  11
Osuuskunta Länsi-Suomi,	  11
Osuuskunta Veljeys,	  11
Otava ,	  11
Pohjalainen,	  11
R. Boldt,	  11
Suomalainen teologinen kirjallisuusseura,	  11
Suomen Lähetys-seura,	  11
Suomen maatalousseurojen keskusliitto,	  11
Suomen Muinaismuisto-yhdistys,	  11
Suomen pyhäkouluyhdistys,	  11
Suomen Rauhanliitto,	  11
Työkansan kustannusyhtiö,	  11
Uusi Suometar,	  11
Waseniuksen kirjakauppa,	  11
Wilén :|Edlund,	  11
[Finska Sparbanksföreningen],	  10
[Hembygdsforskningens vänner i Lojo],	  10
[Nyländska afdelningen],	  10
Aikain vartija,	  10
Ammattilaisten kirjapaino,	  10
Auto-Vulcano,	  10
Bertrand,	  10
Brockhaus,	  10
Eero Erkko,	  10
Ej i bokhandeln,	  10
Finlandia,	  10
Finlands svenska nykterhetsförbund,	  10
Finska Forstsamfundet,	  10
Frenckell & Son,	  10
Frenckelliläinen kirjapaino,	  10
Geol. kommissionen,	  10
Grönlund,	  10
Historiska Samfundet,	  10
Hj. Hagelberg,	  10
Hjerta,	  10
Karjalan kirjakauppa- ja kustannusliike,	  10
Länkelä,	  10
Lindstedt,	  10
Lutherilainen evankeliumi-yhdistys,	  10
Luukkonen ja Kumpp.,	  10
Maanmittauksen ylihallitus,	  10
Malling,	  10
Mercantile,	  10
Nylenius,	  10
O. Palander,	  10
Osuuskunta Visa,	  10
Pečatano v' Glavnom' Gidrografičeskom' Upravlenìi Morskogo Ministerstva,	  10
Pohjoismaiden Autotuonti,	  10
Pohjoismaiden merimieslähetys,	  10
Rauman kirjapaino-o.y.,	  10
Reino Drockila,	  10
S. Karger,	  10
Satakunnan kp.,	  10
Savon työväen sanomalehti-osuuskunta,	  10
Simelius :|Edlund,	  10
Sosialidemokratinen naisliitto,	  10
Sosialistin kirjapaino-osuuskunta,	  10
Suomalainen sosialistinen kustannusyhtiö,	  10
Suomalaisten puolueiden vaaliliitto,	  10
Suomen kuuromykkäin liitto,	  10
Suomen yleinen palokuntaliitto,	  10
Teollisuushallitus,	  10
Veckans Krönikas redaktion ,	  10
Vilho Leikas,	  10
Zilliacus :|Clouberg,	  10
[Finska Mosskulturförening],	   9
[J. F. Hellman],	   9
[Otava],	   9
[Oulun läänin talousseura],	   9
[Uusmaalainen ylioppilas-yhdistys],	   9
[Viipurin suomalaisen kirjallisuuden seura],	   9
A. E. Modeen,	   9
Åbo Tidning,	   9
Bergbom,	   9
Black,	   9
Edlundska bokhandeln i distr,	   9
Edlundska Bokhandeln,	   9
Englannin ja ulkomaan bibliaseura,	   9
Etelä-Savon kp.,	   9
ex officina J. C. Frenckell,	   9
F. & G. Beijer,	   9
Fedotov",	   9
Finsk-ugriska Sällskapet,	   9
Finska Litteratur-Sällskapets Tryckeri,	   9
Finska Sågvärksägarne,	   9
Författarens förlag,	   9
Fr. Vieweg & Sohn,	   9
G. W. Edlund, distr.,	   9
G. W. Edlundin kustannus-o.y.,	   9
G. W. Edlundin kustannus,	   9
Geologiska kommissionen i Finland,	   9
Gos. tip,	   9
Gutenberg,	   9
Hämeenlinnan Eläinsuojelusseura,	   9
Helsingin Eläinsuojeluyhdistys,	   9
Helsingin kaupungin sähkölaitos,	   9
Helsingin kustannusosakeyhtiö,	   9
Holmström,	   9
Hufvudstadsblad'in kirjapaino :|Edlund,	   9
Imperatorskìj senat",	   9
J. Länkelä,	   9
Kamaritoimituskunta,	   9
Kansanwalistus-seura,	   9
Kustannus-oy Kirja,	   9
Kustannusliike Minerva,	   9
Lahden kaupunki,	   9
Lankinen,	   9
Nuorsuomalaisen puolueen kanslia,	   9
P. Tikkanen,	   9
P. Widerholm,	   9
Pihl,	   9
Rauhan Sanomat,	   9
S. Nikolajeff Jor,	   9
S. O. K.,	   9
Salama,	   9
Sammon kp.,	   9
Satakunnan maanviljelysseura,	   9
Satukustannus	   9
Suomalainen Kansa,	   9
Suomen ayrshireyhdistys,	   9
Suomen Historiallinen Seura,	   9
Suomen lähetys-seura,	   9
Suomen Naisten Kansallisliitto,	   9
Suomen Pyöräilyliitto,	   9
Suomen työväensuojelus- ja sosialivakuutusyhdistys,	   9
Suomen vakuutusyhdistys,	   9
Tampereen Kaupunki,	   9
Toimittajat,	   9
Turun lähetysyhdistys,	   9
U.W. Telén,	   9
Victor Forselius,	   9
Viipurin Eläinsuojelusyhdistys,	   9
W. ja G.,	   9
[Finska kyrkohistoriska samfundet] :|J. Gummerus, jakaja,	   8
[författare],	   8
[Hufvudstadsbladet],	   8
[Perustuslakikomitea],	   8
[Pohjalainen osakunta],	   8
A. C. Öhman,	   8
A. Twietmeyer,	   8
Alb. Bonnier,	   8
Axel von Knorringin Teknillinen Toimisto,	   8
Blomfelt,	   8
Brandkårsförbundet i Finland,	   8
C. F. Berling,	   8
Diakonissanstalten,	   8
Duodecim seura,	   8
E. E. Sundvall,	   8
Edlundska bokhandeln, jakaja,	   8
Elanto,	   8
excudebant Regiae Academiae typographi,	   8
F. W. Unggrens boktryckeri,	   8
Finska Kyrkans Inremissionssällskap,	   8
Finska litteratur-sällskapets tryckeri,	   8
Finska Litteratur-sällskapets tryckeri,	   8
Finska Litteratursällskapet,	   8
Förf. ,	   8
Försäkringsföreningen i Finland,	   8
G. Ronelius,	   8
G. Smidt,	   8
GEJ. ja K.,	   8
Geologian tutkimuskeskus,	   8
Hachette,	   8
Helios, distr.,	   8
Helsingin kaupunki,	   8
Helsingin Sentr.-kp.,	   8
Helsingin suomalainen kirjakauppa,	   8
Hildén,	   8
J. Hallenberg,	   8
J. Simelii Arfvingar,	   8
Joensuun kirjapaino-osakeyhtiö,	   8
Joh. K. Lindstedt,	   8
Kajaanin kirjapaino,	   8
Kansan tahto,	   8
Karjalan kirjapaino,	   8
Lagerspetz,	   8
Lars Hökerberg,	   8
M. V. Wuolukka,	   8
Norstedt & söner,	   8
Norstedt & Söner,	   8
Nuorten naisten kristillinen yhdistys,	   8
Nutids redaktion,	   8
Nya teatern i Helsingfors,	   8
OP,	   8
Pettersson,	   8
Pohjois-Karjalan maanviljelysseura,	   8
Raittiuden ystäwät,	   8
Raivaaja,	   8
Rauhan sanomain kustannustoimi,	   8
Säde,	   8
Sen. kp.,	   8
Söderström, jakaja,	   8
Sortavalan Evankelinen seura,	   8
Sortavalan kirjapaino,	   8
Statistiska centralbyrån i Finland,	   8
Suom.-lut. kustannusliike,	   8
Suomalainen puolue,	   8
Suomalainen tiedeakatemia - Academia scientiarum Fennica,	   8
Suomen Höyrylaiva Oy,	   8
Suomen maantieteellinen seura,	   8
Suomen pelastusarmeija,	   8
Tampereen Eläinsuojelusyhdistys,	   8
Urheilijain kustannus,	   8
Vaasan Elänsuojelusyhdistys,	   8
Valtion historiallinen museo,	   8
Werkko,	   8
Weurlander,	   8
Widerholm,	   8
WSOY ,	   8
[Förf.],	   7
[K. G. Ekebom],	   7
[Lahden kaupunki],	   7
[s.l.],	   7
[Suomalaisen kirjallisuuden seura],	   7
[Suomalaisen Kirjallisuuden Seuran kirjapaino],	   7
A. Apostol,	   7
A.C. McClurg,	   7
Åhlén & Åkerlund,	   7
Akademiska bokhandeln, distr.,	   7
Alopaeus,	   7
Anton Lindeberg,	   7
Assar Palander,	   7
Befälhafvarestyrelsen,	   7
Beijers bokförlagsaktiebolag,	   7
Beijers Bokförlagsaktiebolag,	   7
Cammermeyer,	   7
Centrallaget för handelslagen i Finland,	   7
Clouberg ja Kumpp.,	   7
Ekenäs missionsbokhandel,	   7
Eläintenystävät,	   7
Elektrol Motor-Oils,	   7
Englannin ja ulkomaan pipliaseura,	   7
Evank. kustannusliike,	   7
Fedotov',	   7
Finlands senat,	   7
Finsk ugriska sällskapet,	   7
Finska konstföreningen,	   7
författare,	   7
Frenckelliläinen kirjapaino :|Granlund,	   7
G. W. Edlundin kustannusoy.,	   7
Grönroos,	   7
H. T. Bärlund,	   7
Hbl. uusi kp.,	   7
Helsingin kustannus-o.y.,	   7
Helsingin yliopisto,	   7
Henkivakuutus-yhtiö Suomi,	   7
Hjelt :|Wilén,	   7
Hjelt,	   7
hos Christ. Ludv. Hjelt,	   7
Hufvudstadsblad'in kirjap. :|Edlund,	   7
Isak Julinin kustannusliike,	   7
Itä-Suomen karjanjalostusyhdistys,	   7
J. F. Olan,	   7
J. F. Olàn'in kirjakauppa,	   7
J. F. Olánin kirjakauppa,	   7
Julin,	   7
Kansantaloudellinen yhdistys,	   7
Karjalan kp.,	   7
Karjalan sivistysseura,	   7
Keski-Suomen kirjapaino,	   7
Konstnärsgillet,	   7
Kotkan kaupunki,	   7
Koulukeittoyhdistys,	   7
Kristosofinen kirjallisuusseura,	   7
Kustannusliike Osmo,	   7
Kustannusoy Kirja,	   7
Kustannusyhtiö Osmo,	   7
Longman,	   7
Luth. evang.-fören.,	   7
Luth. Evank.-yhdistys,	   7
Luth. Evankeliumi-yhtiö,	   7
Luukkonen ja kumpp.,	   7
M. W. Wuolukka,	   7
Malmström,	   7
Martin,	   7
NAZ,	   7
Nylands och Tavastehus läns Landtbrukssällskap,	   7
P. H. Beijer,	   7
P. Th. Stolpe,	   7
Pääkaupungin Automyynti,	   7
Pečatano v' Gl. Gidrograf. Upravlenìi Morskogo Ministerstva,	   7
Pellervo-Seura,	   7
Porilaisen kirjapaino,	   7
Puoluetoimikunta,	   7
Satakunnan kirjapaino,	   7
Seurasaaren ulkomuseo,	   7
Siirtolaisen kp.,	   7
Skandinavilainen kustannustoimisto,	   7
Söderström & C:o i distr,	   7
Sortavalan evank.seura,	   7
Suom. sos. kust. yht.,	   7
Suomen lutherilainen evankeliumi-yhdistys,	   7
Suomen Lutherilainen evankeliumi-yhdistys,	   7
Suomen matkailija-yhdistys,	   7
Suomen Petrolituonti Masut,	   7
Suomen teollisuuslehti,	   7
Suomen tie- ja vesirakennusten ylihallituksen hydrografinen toimisto,	   7
Tammi,	   7
Tekijä ,	   7
Tekijät,	   7
Teosofinen kirjakauppa ja kustannusliike,	   7
Teosofinen Kirjakauppa,	   7
Tilastokeskus,	   7
Tilastollinen toimisto,	   7
Turun Eläinsuojelusyhdistys,	   7
Turun kansakoulujohtokunta,	   7
Turun Kaupunki,	   7
Työmies,	   7
typis J. Ch. Frenckell & fil.,	   7
U. W. Telen,	   7
Valio,	   7
Vilho Leikas & C:o,	   7
W. Benzow,	   7
W. Hagelstam i distr,	   7
W. Nieminen,	   7
W. Toiwonen,	   7
Wäinämöisen toimitus,	   7
Waseniuska Bokhandeln, distr.,	   7
Yhdistys yleishyödyllisen rakennustoiminnan edistämiseksi,	   7
[Borgå stad],	   6
[Edlund],	   6
[Föreningen för bekämpandet af tuberkulosen],	   6
[G. Klint],	   6
[G. W. Edlund],	   6
[Geografiska föreningen i Finland],	   6
[Geografiska föreningen],	   6
[Hagelberg],	   6
[J. W. Lillja],	   6
[Juridiska Studentfakulteten] :|Akademiska Bokhandeln, jakaja,	   6
[Kansanvalistusseura],	   6
[kustantaja tuntematon]	   6
[Oulun läänin talouden seura],	   6
[Prometheus],	   6
[s.a.],	   6
[Société de Géographie de Finlande],	   6
[Suomentaja],	   6
[Turun kaupunki],	   6
A. Backman,	   6
A. Manninen ja Fr. Ahlqvist,	   6
Abr. Bohlin,	   6
Akad. bokh.,	   6
Aleks. Filander,	   6
Alfthan :|Zilliacus,	   6
Berg,	   6
Breitkopf & Härtel,	   6
Cedervaller :|Tekijä,	   6
Christ. Ludv. Hjelt,	   6
Churberg,	   6
Clouberg ja kumpp.,	   6
Cord-Vulcano,	   6
Dahlberg,	   6
Ev. luth. Söndagsskoleföreningen i Finland,	   6
excudebant Zeipel et Palmblad,	   6
F. Frommann,	   6
F. Vetenskapssocieteten ,	   6
F. W. Unggren,	   6
Fazerin musiikkikauppa,	   6
Ferdinand Hirt & Sohn,	   6
Finlands svenska arbetareförbund,	   6
Finlands Svenska Nykterhetsförbunds Expedition,	   6
