melinda_id;original;cleaned;converted;udk_count
015584294;839.7|839.79;839.7;839.79;Ruotsinkielinen kirjallisuus;Suomenruotsalainen kirjallisuus;2
015584303;839.7|839.79;839.7;839.79;Ruotsinkielinen kirjallisuus;Suomenruotsalainen kirjallisuus;2
015584308;839.7|839.79;839.7;839.79;Ruotsinkielinen kirjallisuus;Suomenruotsalainen kirjallisuus;2
015584347;839.7|839.79;839.7;839.79;Ruotsinkielinen kirjallisuus;Suomenruotsalainen kirjallisuus;2
015584359;839.7|839.79;839.7;839.79;Ruotsinkielinen kirjallisuus;Suomenruotsalainen kirjallisuus;2
015585131;839.7|839.79;839.7;839.79;Ruotsinkielinen kirjallisuus;Suomenruotsalainen kirjallisuus;2
015585132;839.7|839.79;839.7;839.79;Ruotsinkielinen kirjallisuus;Suomenruotsalainen kirjallisuus;2
015585272;839.7|839.79;839.7;839.79;Ruotsinkielinen kirjallisuus;Suomenruotsalainen kirjallisuus;2
015585316;839.7|839.79;839.7;839.79;Ruotsinkielinen kirjallisuus;Suomenruotsalainen kirjallisuus;2
015585451;839.7|839.79;839.7;839.79;Ruotsinkielinen kirjallisuus;Suomenruotsalainen kirjallisuus;2
015585509;839.7|839.79;839.7;839.79;Ruotsinkielinen kirjallisuus;Suomenruotsalainen kirjallisuus;2
015585565;01|655;01;655;Bibliografiat. Julkaisuluettelot;Graafinen teollisuus. Kirjapainotaito. Kustannustoiminta. Kirjakaupat ;2
015585579;378.4;378.4;Yliopistot;1
015585597;378.4;378.4;Yliopistot;1
015585609;378.4;378.4;Yliopistot;1
015585625;839.7|839.79;839.7;839.79;Ruotsinkielinen kirjallisuus;Suomenruotsalainen kirjallisuus;2
015585642;839.7|839.79;839.7;839.79;Ruotsinkielinen kirjallisuus;Suomenruotsalainen kirjallisuus;2
015585658;839.7|839.79;839.7;839.79;Ruotsinkielinen kirjallisuus;Suomenruotsalainen kirjallisuus;2
015586354;839.7|839.79;839.7;839.79;Ruotsinkielinen kirjallisuus;Suomenruotsalainen kirjallisuus;2
015586358;378.4;378.4;Yliopistot;1
015586417;839.7|839.79;839.7;839.79;Ruotsinkielinen kirjallisuus;Suomenruotsalainen kirjallisuus;2
015586448;839.7|839.79;839.7;839.79;Ruotsinkielinen kirjallisuus;Suomenruotsalainen kirjallisuus;2
015586454;839.7|839.79;839.7;839.79;Ruotsinkielinen kirjallisuus;Suomenruotsalainen kirjallisuus;2
015586773;839.7|839.79;839.7;839.79;Ruotsinkielinen kirjallisuus;Suomenruotsalainen kirjallisuus;2
015586777;839.7|839.79;839.7;839.79;Ruotsinkielinen kirjallisuus;Suomenruotsalainen kirjallisuus;2
015586779;839.7|839.79;839.7;839.79;Ruotsinkielinen kirjallisuus;Suomenruotsalainen kirjallisuus;2
015586782;839.7|839.79;839.7;839.79;Ruotsinkielinen kirjallisuus;Suomenruotsalainen kirjallisuus;2
015586783;839.7|839.79;839.7;839.79;Ruotsinkielinen kirjallisuus;Suomenruotsalainen kirjallisuus;2
015587012;839.7|839.79;839.7;839.79;Ruotsinkielinen kirjallisuus;Suomenruotsalainen kirjallisuus;2
015587013;839.7|839.79;839.7;839.79;Ruotsinkielinen kirjallisuus;Suomenruotsalainen kirjallisuus;2
015587016;839.7|839.79;839.7;839.79;Ruotsinkielinen kirjallisuus;Suomenruotsalainen kirjallisuus;2
015587022;839.7|839.79;839.7;839.79;Ruotsinkielinen kirjallisuus;Suomenruotsalainen kirjallisuus;2
015587122;839.7|839.79;839.7;839.79;Ruotsinkielinen kirjallisuus;Suomenruotsalainen kirjallisuus;2
015587204;839.7|839.79;839.7;839.79;Ruotsinkielinen kirjallisuus;Suomenruotsalainen kirjallisuus;2
015587228;839.7|839.79;839.7;839.79;Ruotsinkielinen kirjallisuus;Suomenruotsalainen kirjallisuus;2
015587237;373;373;Peruskoulu. Lukio ;1
015587291;839.7|839.79;839.7;839.79;Ruotsinkielinen kirjallisuus;Suomenruotsalainen kirjallisuus;2
015587495;839.7|839.79;839.7;839.79;Ruotsinkielinen kirjallisuus;Suomenruotsalainen kirjallisuus;2
015587502;839.7|839.79;839.7;839.79;Ruotsinkielinen kirjallisuus;Suomenruotsalainen kirjallisuus;2
015587506;839.7|839.79;839.7;839.79;Ruotsinkielinen kirjallisuus;Suomenruotsalainen kirjallisuus;2
015587546;839.7|839.79;839.7;839.79;Ruotsinkielinen kirjallisuus;Suomenruotsalainen kirjallisuus;2
015587547;839.7|839.79;839.7;839.79;Ruotsinkielinen kirjallisuus;Suomenruotsalainen kirjallisuus;2
015590433;839.7|839.79;839.7;839.79;Ruotsinkielinen kirjallisuus;Suomenruotsalainen kirjallisuus;2
015694023;830;830;Saksankielinen kirjallisuus. Jiddišinkielinen kirjallisuus;1
015694475;820;820;Englanninkielinen kirjallisuus;1
015729292;;NA;NA;0
015729351;;NA;NA;0
015729355;;NA;NA;0
015903830;894.541 Juteini;894.541;Suomenkielinen kirjallisuus;1
015966045;894.541;894.541;Suomenkielinen kirjallisuus;1
016036308;894.541;894.541;Suomenkielinen kirjallisuus;1
016118080;839.79|871|894.541|894.541;839.79;871;894.541;Suomenruotsalainen kirjallisuus;Undetermined;Suomenkielinen kirjallisuus;3
016212076;348|26;348;26;Kirkko-oikeus;Kristillinen kirkko. Kirkon hallinto. Kirkko ja yhteiskunta. Ekumenia. Liturgiikka. Sakramentit. Kristillinen kasvatus. Kristilliset järjestöt. Diakonia. Lähetystyö;2
016212082;348|26;348;26;Kirkko-oikeus;Kristillinen kirkko. Kirkon hallinto. Kirkko ja yhteiskunta. Ekumenia. Liturgiikka. Sakramentit. Kristillinen kasvatus. Kristilliset järjestöt. Diakonia. Lähetystyö;2
016212181;809.454.1;809.454.1;Suomen kieli;1
016212189;07;07;Lehdistö. Journalismi. Sanomalehdet ;1
016212190;355/359;355/359;Sotataito. Sotatiede. Maanpuolustus;1
016233858;894.541;894.541;Suomenkielinen kirjallisuus;1
016233899;894.541|884;894.541;884;Suomenkielinen kirjallisuus;Puolankielinen kirjallisuus;2
016234332;894.541|839.59|839.6|839.8;894.541;839.59;839.6;839.8;Suomenkielinen kirjallisuus;Islanninkielinen kirjallisuus;Norjankielinen kirjallisuus;Tanskankielinen kirjallisuus;4
016298118;894.541;894.541;Suomenkielinen kirjallisuus;1
016299970;894.541;894.541;Suomenkielinen kirjallisuus;1
016301458;;NA;NA;0
016301556;;NA;NA;0
016301861;894.541;894.541;Suomenkielinen kirjallisuus;1
016302177;894.541;894.541;Suomenkielinen kirjallisuus;1
016302262;;NA;NA;0
016302263;;NA;NA;0
016302272;;NA;NA;0
016303727;894.541;894.541;Suomenkielinen kirjallisuus;1
016304030;323.1|948.9;323.1;948.9;Kansallisuusliikkeet. Kansallisuuskysymykset. Kansalliset vähemmistöt;Undetermined;2
016304036;894.541;894.541;Suomenkielinen kirjallisuus;1
016304132;894.541;894.541;Suomenkielinen kirjallisuus;1
016304258;894.541;894.541;Suomenkielinen kirjallisuus;1
016309857;894.541;894.541;Suomenkielinen kirjallisuus;1
016310034;894.541;894.541;Suomenkielinen kirjallisuus;1
016310035;894.541;894.541;Suomenkielinen kirjallisuus;1
016310045;894.541;894.541;Suomenkielinen kirjallisuus;1
016310125;894.541;894.541;Suomenkielinen kirjallisuus;1
016310139;894.541;894.541;Suomenkielinen kirjallisuus;1
016310458;894.541;894.541;Suomenkielinen kirjallisuus;1
016310715;;NA;NA;0
016312650;894.541;894.541;Suomenkielinen kirjallisuus;1
016312676;894.541;894.541;Suomenkielinen kirjallisuus;1
016312803;;NA;NA;0
016312807;;NA;NA;0
016312808;;NA;NA;0
016312810;894.541;894.541;Suomenkielinen kirjallisuus;1
016312837;;NA;NA;0
016312838;;NA;NA;0
016312847;;NA;NA;0
016312854;;NA;NA;0
016312856;;NA;NA;0
016312859;;NA;NA;0
016312873;;NA;NA;0
016312876;;NA;NA;0
016312877;;NA;NA;0
016312881;;NA;NA;0
016312883;;NA;NA;0
016313614;894.541;894.541;Suomenkielinen kirjallisuus;1
016313617;894.541;894.541;Suomenkielinen kirjallisuus;1
016314861;840;840;Ranskankielinen kirjallisuus;1
016319970;839.79.09 Estlander|929 Estlander;839.79.09;929;Undetermined;Henkilöhistoria. Elämäkerrat. Muistelmat. Matrikkelit ;2
016319979;7|73/76;7;73/76;TAITEET. VIRKISTYS. VIIHDE. URHEILU;Kuvataide;2
016320824;616|613;616;613;Patologia. Tautioppi;Henkilökohtainen terveydenhoito ja hygienia. Ravitsemus. Lepo. Kuntoliikunta;2
016321209;364|613.8;364;613.8;Sosiaaliturva. Sosiaalihuolto. Sosiaalityö. Sosiaalipalvelut. Sosiaaliavustukset. Kansanterveys. Sairaalat ;Päihteet. Tupakointi. Alkoholinkäyttö. Huumeiden käyttö. Sukupuolielämä;2
016323339;894.541;894.541;Suomenkielinen kirjallisuus;1
016323413;894.541;894.541;Suomenkielinen kirjallisuus;1
016326837;;NA;NA;0
016326842;894.541;894.541;Suomenkielinen kirjallisuus;1
016369549;839.7;839.7;Ruotsinkielinen kirjallisuus;1
016369560;332;332;Aluetalous. Maa. Kiinteistöt ;1
016369614;37;37;Kasvatus. Opetus. Koulutus;1
016387111;;NA;NA;0
016387357;830;830;Saksankielinen kirjallisuus. Jiddišinkielinen kirjallisuus;1
016387452;850;850;Italiankielinen kirjallisuus;1
016387773;894.541|894.541;894.541;Suomenkielinen kirjallisuus;1
016387842;1|1|1:929Rousseau,Jean|92 Rousseau|929 Rousseau,Jean;1;929,;92;929;Filosofia ;Undetermined;Henkilöhistorialliset tutkimukset. Sukututkimus. Heraldiikka. Liput;Henkilöhistoria. Elämäkerrat. Muistelmat. Matrikkelit ;4
016387959;894.541;894.541;Suomenkielinen kirjallisuus;1
016388053;7.01;7.01;Taideteoriat ja taidefilosofia. Sommitteluperiaatteet, mittasuhteet, optiset vaikutukset;1
016389680;840;840;Ranskankielinen kirjallisuus;1
016389711;840;840;Ranskankielinen kirjallisuus;1
016389714;;NA;NA;0
016389720;830;830;Saksankielinen kirjallisuus. Jiddišinkielinen kirjallisuus;1
016389724;839.79;839.79;Suomenruotsalainen kirjallisuus;1
016390393;839.7;839.7;Ruotsinkielinen kirjallisuus;1
016390557;908|908 Kuhmoniemi|929 Pulkkinen;908;929;Paikallishistoriat. Kotiseutu ;Henkilöhistoria. Elämäkerrat. Muistelmat. Matrikkelit ;2
016509720;820;820;Englanninkielinen kirjallisuus;1
016509805;820;820;Englanninkielinen kirjallisuus;1
016509839;820;820;Englanninkielinen kirjallisuus;1
016509876;;NA;NA;0
016509981;820;820;Englanninkielinen kirjallisuus;1
016511738;830;830;Saksankielinen kirjallisuus. Jiddišinkielinen kirjallisuus;1
016511838;894.511;894.511;Unkarinkielinen kirjallisuus;1
016512644;830;830;Saksankielinen kirjallisuus. Jiddišinkielinen kirjallisuus;1
016513118;839.6;839.6;Norjankielinen kirjallisuus;1
016513268;820;820;Englanninkielinen kirjallisuus;1
016513277;930.85|948.0.04/.05;930.85;948.0.04/.05;Sivistyshistoria. Kulttuurihistoria;Undetermined;2
016513281;948.0;948.0;Suomen historia;1
016513401;948.0;948.0;Suomen historia;1
016513402;948.0;948.0;Suomen historia;1
016515553;894.541;894.541;Suomenkielinen kirjallisuus;1
016515604;894.541;894.541;Suomenkielinen kirjallisuus;1
016515611;894.541;894.541;Suomenkielinen kirjallisuus;1
016515622;894.541;894.541;Suomenkielinen kirjallisuus;1
016515906;948.0|948.0.05;948.0;948.0.05;Suomen historia;Undetermined;2
016516780;886/888;886/888;Serbokroaatinkielinen kirjallisuus. Sloveeninkielinen kirjallisuus. Makedoniankielinen kirjallisuus. Bulgariankielinen kirjallisuus. Latviankielinen kirjallisuus. Liettuankielinen kirjallisuus;1
016543372;347|336.7;347;336.7;Siviilioikeus;Raha. Valuutta. Pankit. Arvopaperit. Luotot;2
016543834;820;820;Englanninkielinen kirjallisuus;1
016543958;882;882;Venäjänkielinen kirjallisuus;1
016544408;55;55;Geologia. Geofysiikka. Geokemia. Seismologia. Glasiaaligeologia. Geomorfologia. Oseanografia. Petrologia. Malmit;1
016551199;398.2|398.22|801.3|894.541|894.541|894.541;398.2;398.22;801.3;894.541;Undetermined;Undetermined;Sanakirjat;Suomenkielinen kirjallisuus;4
016551932;39|894.541;39;894.541;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;Suomenkielinen kirjallisuus;2
016552182;839.8;839.8;Tanskankielinen kirjallisuus;1
016552491;24;24;Kristillinen etiikka. Kristillinen taide. Hymnologia. Hartaus. Mystiikka. Askeesi. Uskonnolliset kokemukset ;1
016552566;24;24;Kristillinen etiikka. Kristillinen taide. Hymnologia. Hartaus. Mystiikka. Askeesi. Uskonnolliset kokemukset ;1
016552838;839.6;839.6;Norjankielinen kirjallisuus;1
016552882;884;884;Puolankielinen kirjallisuus;1
016552946;839.7;839.7;Ruotsinkielinen kirjallisuus;1
016552953;839.7;839.7;Ruotsinkielinen kirjallisuus;1
016552988;839.7;839.7;Ruotsinkielinen kirjallisuus;1
016553028;840;840;Ranskankielinen kirjallisuus;1
016554762;;NA;NA;0
016554789;;NA;NA;0
016554801;26/28|271|902/904|908 Naantali;26/28;271;902/904;908;Undetermined;Idän kirkko. Itäinen kristinusko;Arkeologia. Esihistoria;Paikallishistoriat. Kotiseutu ;4
016555301;882;882;Venäjänkielinen kirjallisuus;1
016558640;37|305;37;305;Kasvatus. Opetus. Koulutus;Sukupuolentutkimus. Sukupuoliroolit;2
016559051;;NA;NA;0
016559062;;NA;NA;0
016559068;;NA;NA;0
016559096;;NA;NA;0
016559099;;NA;NA;0
016559104;;NA;NA;0
016559109;;NA;NA;0
016559116;;NA;NA;0
016559165;;NA;NA;0
016559265;;NA;NA;0
016559270;;NA;NA;0
016559272;;NA;NA;0
016559277;;NA;NA;0
016559280;;NA;NA;0
016559282;;NA;NA;0
016559284;;NA;NA;0
016559287;;NA;NA;0
016559375;839.8;839.8;Tanskankielinen kirjallisuus;1
016560670;839.7;839.7;Ruotsinkielinen kirjallisuus;1
016560978;840;840;Ranskankielinen kirjallisuus;1
016561870;66|73;66;73;Kemianteollisuus. Kemian tekniikka;Kuvanveisto. Keramiikkataide. Metallitaide. Numismatiikka. Mitalitaide;2
016564108;373|929;373;929;Peruskoulu. Lukio ;Henkilöhistoria. Elämäkerrat. Muistelmat. Matrikkelit ;2
016565499;830;830;Saksankielinen kirjallisuus. Jiddišinkielinen kirjallisuus;1
016569972;39|908|908;39;908;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;Paikallishistoriat. Kotiseutu ;2
016569984;;NA;NA;0
016569986;;NA;NA;0
016571890;;NA;NA;0
016571897;;NA;NA;0
016571930;;NA;NA;0
016572037;;NA;NA;0
016572056;;NA;NA;0
016572062;;NA;NA;0
016572082;;NA;NA;0
016573223;;NA;NA;0
016573541;;NA;NA;0
016574269;;NA;NA;0
016574276;;NA;NA;0
016574330;;NA;NA;0
016575088;;NA;NA;0
016575098;;NA;NA;0
016575144;;NA;NA;0
016575193;;NA;NA;0
016575267;830;830;Saksankielinen kirjallisuus. Jiddišinkielinen kirjallisuus;1
016575269;26|305;26;305;Kristillinen kirkko. Kirkon hallinto. Kirkko ja yhteiskunta. Ekumenia. Liturgiikka. Sakramentit. Kristillinen kasvatus. Kristilliset järjestöt. Diakonia. Lähetystyö;Sukupuolentutkimus. Sukupuoliroolit;2
016575315;;NA;NA;0
016575385;;NA;NA;0
016575397;;NA;NA;0
016575408;;NA;NA;0
016575497;;NA;NA;0
016575754;;NA;NA;0
016576057;;NA;NA;0
016576078;;NA;NA;0
016576192;;NA;NA;0
016576194;;NA;NA;0
016576212;820;820;Englanninkielinen kirjallisuus;1
016576296;;NA;NA;0
016576333;;NA;NA;0
016576355;;NA;NA;0
016576401;;NA;NA;0
016576405;;NA;NA;0
016576630;378.4;378.4;Yliopistot;1
016576804;378.4;378.4;Yliopistot;1
016578948;378.4;378.4;Yliopistot;1
016578972;378.4;378.4;Yliopistot;1
016579057;378.4;378.4;Yliopistot;1
016579124;378.4;378.4;Yliopistot;1
016579175;378.4;378.4;Yliopistot;1
016579179;;NA;NA;0
016579180;378.4;378.4;Yliopistot;1
016579190;378.4;378.4;Yliopistot;1
016579207;;NA;NA;0
016579211;378.4;378.4;Yliopistot;1
016579242;378.4;378.4;Yliopistot;1
016579247;378.4;378.4;Yliopistot;1
016579261;378.4;378.4;Yliopistot;1
016579290;378.4;378.4;Yliopistot;1
016579323;378.4;378.4;Yliopistot;1
016579421;378.4;378.4;Yliopistot;1
016579708;820/89;820/89;Eri kansojen ja kielialueiden kirjallisuus ;1
016579762;;NA;NA;0
016579796;378.4;378.4;Yliopistot;1
016579849;;NA;NA;0
016579939;378.4;378.4;Yliopistot;1
016579943;378.4;378.4;Yliopistot;1
016579961;378.4;378.4;Yliopistot;1
016579962;;NA;NA;0
016579963;378.4;378.4;Yliopistot;1
016579967;;NA;NA;0
016579974;378.4;378.4;Yliopistot;1
016580299;;NA;NA;0
016580305;;NA;NA;0
016580325;;NA;NA;0
016580535;;NA;NA;0
016580707;;NA;NA;0
016580733;;NA;NA;0
016580745;;NA;NA;0
016580836;;NA;NA;0
016580849;;NA;NA;0
016581838;;NA;NA;0
016581856;;NA;NA;0
016581867;;NA;NA;0
016581884;;NA;NA;0
016581935;;NA;NA;0
016582042;;NA;NA;0
016582093;;NA;NA;0
016582160;;NA;NA;0
016582163;;NA;NA;0
016582276;378.4;378.4;Yliopistot;1
016582314;378.4;378.4;Yliopistot;1
016582336;;NA;NA;0
016582343;378.4;378.4;Yliopistot;1
016582348;378.4;378.4;Yliopistot;1
016582349;;NA;NA;0
016582359;378.4;378.4;Yliopistot;1
016582363;;NA;NA;0
016582372;378.4;378.4;Yliopistot;1
016582378;;NA;NA;0
016582406;;NA;NA;0
016582572;378.4;378.4;Yliopistot;1
016582575;378.4;378.4;Yliopistot;1
016582593;948.0.05/.06;948.0.05/.06;Undetermined;1
016582594;378.4;378.4;Yliopistot;1
016582606;378.4;378.4;Yliopistot;1
016582626;378.4;378.4;Yliopistot;1
016582634;;NA;NA;0
016582636;378.4;378.4;Yliopistot;1
016582642;378.4;378.4;Yliopistot;1
016582683;378.4;378.4;Yliopistot;1
016582705;378.4;378.4;Yliopistot;1
016582716;378.4;378.4;Yliopistot;1
016582721;378.4;378.4;Yliopistot;1
016582727;378.4;378.4;Yliopistot;1
016582901;378.4;378.4;Yliopistot;1
016582927;378.4;378.4;Yliopistot;1
016582958;378.4;378.4;Yliopistot;1
016582995;378.4;378.4;Yliopistot;1
016583073;;NA;NA;0
016583078;;NA;NA;0
016583343;;NA;NA;0
016583356;;NA;NA;0
016583401;;NA;NA;0
016583405;;NA;NA;0
004889581;339;339;Kauppa ;1
004894074;92;92;Henkilöhistorialliset tutkimukset. Sukututkimus. Heraldiikka. Liput;1
004894568;;NA;NA;0
004898060;;NA;NA;0
004909122;329|141.8|141.82|329.1/.6|329.14|330.85|330.861;329;141.8;141.82;329.1/.6;329.14;330.85;330.861;Poliittiset puolueet. Poliittiset liikkeet;Undetermined;Undetermined;Undetermined;Undetermined;Undetermined;Undetermined;7
004909669;22;22;Raamattu;1
004910744;;NA;NA;0
004952806;;NA;NA;0
004953292;;NA;NA;0
004953487;839.79|839.79|839.79;839.79;Suomenruotsalainen kirjallisuus;1
004954357;;NA;NA;0
004957288;894.541;894.541;Suomenkielinen kirjallisuus;1
004957688;;NA;NA;0
004958314;;NA;NA;0
004958322;711.4|908 Jakobstad|908 Pietarsaari|948.0|948.0|948.08;711.4;908;948.0;948.08;Undetermined;Paikallishistoriat. Kotiseutu ;Suomen historia;Undetermined;4
004958324;948.0;948.0;Suomen historia;1
004958325;948.0;948.0;Suomen historia;1
004960020;;NA;NA;0
004961580;;NA;NA;0
004961909;;NA;NA;0
004962595;;NA;NA;0
004964707;;NA;NA;0
004965199;;NA;NA;0
004966587;;NA;NA;0
004966858;;NA;NA;0
004968457;;NA;NA;0
004969262;;NA;NA;0
004972026;;NA;NA;0
004972435;;NA;NA;0
004972607;;NA;NA;0
004974117;;NA;NA;0
004976276;839.79;839.79;Suomenruotsalainen kirjallisuus;1
004976515;;NA;NA;0
004976530;894.541|894.541;894.541;Suomenkielinen kirjallisuus;1
004976634;;NA;NA;0
004976806;894.541;894.541;Suomenkielinen kirjallisuus;1
004976883;839.79;839.79;Suomenruotsalainen kirjallisuus;1
004977251;;NA;NA;0
004977408;;NA;NA;0
004977604;03;03;Tietosanakirjat. Yleiset hakuteokset ;1
004977606;03;03;Tietosanakirjat. Yleiset hakuteokset ;1
004977717;;NA;NA;0
004977925;;NA;NA;0
004977928;894.541;894.541;Suomenkielinen kirjallisuus;1
004977940;;NA;NA;0
004977941;;NA;NA;0
004977952;;NA;NA;0
004977981;;NA;NA;0
004978042;;NA;NA;0
004978043;;NA;NA;0
004978148;58;58;Kasvitiede;1
004978240;;NA;NA;0
004978402;61;61;Lääketiede;1
004978483;;NA;NA;0
004978676;;NA;NA;0
004978705;;NA;NA;0
004978798;;NA;NA;0
004978802;;NA;NA;0
004978803;;NA;NA;0
004978804;;NA;NA;0
004978822;26;26;Kristillinen kirkko. Kirkon hallinto. Kirkko ja yhteiskunta. Ekumenia. Liturgiikka. Sakramentit. Kristillinen kasvatus. Kristilliset järjestöt. Diakonia. Lähetystyö;1
004978832;;NA;NA;0
004978833;582.28;582.28;Fungi. Eumycetes (sienet). Homeet;1
004978834;;NA;NA;0
004978835;;NA;NA;0
004978997;;NA;NA;0
004978999;;NA;NA;0
004979029;;NA;NA;0
004979030;;NA;NA;0
004979031;;NA;NA;0
004979032;39;39;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;1
004979052;839.79;839.79;Suomenruotsalainen kirjallisuus;1
004979124;;NA;NA;0
004979125;;NA;NA;0
004979126;;NA;NA;0
004979190;;NA;NA;0
004979210;;NA;NA;0
004979212;;NA;NA;0
004979219;;NA;NA;0
004979315;;NA;NA;0
004979317;;NA;NA;0
004979318;;NA;NA;0
004979325;894.541;894.541;Suomenkielinen kirjallisuus;1
004979389;;NA;NA;0
004979405;;NA;NA;0
004979492;;NA;NA;0
004979525;;NA;NA;0
004979526;;NA;NA;0
004979527;;NA;NA;0
004979559;830;830;Saksankielinen kirjallisuus. Jiddišinkielinen kirjallisuus;1
004979597;;NA;NA;0
004979658;;NA;NA;0
004979702;;NA;NA;0
004979746;;NA;NA;0
004979768;;NA;NA;0
004979769;;NA;NA;0
004979770;;NA;NA;0
004979772;;NA;NA;0
004979773;;NA;NA;0
004979811;;NA;NA;0
004979816;;NA;NA;0
004979817;;NA;NA;0
004979819;;NA;NA;0
004979864;;NA;NA;0
004979865;;NA;NA;0
004979867;;NA;NA;0
004979905;;NA;NA;0
004979940;;NA;NA;0
004979941;;NA;NA;0
004979942;;NA;NA;0
004979979;;NA;NA;0
004979985;;NA;NA;0
004980007;;NA;NA;0
004980080;;NA;NA;0
004980081;;NA;NA;0
004980090;894.541;894.541;Suomenkielinen kirjallisuus;1
004980115;;NA;NA;0
004980116;;NA;NA;0
004980117;;NA;NA;0
004980121;;NA;NA;0
004980162;894.541;894.541;Suomenkielinen kirjallisuus;1
004980213;;NA;NA;0
004980233;;NA;NA;0
004980314;;NA;NA;0
004980320;355/359|940;355/359;940;Sotataito. Sotatiede. Maanpuolustus;Euroopan historia;2
004980321;;NA;NA;0
004980398;;NA;NA;0
004980497;;NA;NA;0
004980498;;NA;NA;0
004980544;894.541;894.541;Suomenkielinen kirjallisuus;1
004980572;;NA;NA;0
004980618;;NA;NA;0
004980665;;NA;NA;0
004980717;;NA;NA;0
004980718;;NA;NA;0
004980719;;NA;NA;0
004980720;;NA;NA;0
004980721;;NA;NA;0
004980722;;NA;NA;0
004980723;;NA;NA;0
004980725;;NA;NA;0
004980774;;NA;NA;0
004980776;;NA;NA;0
004980799;;NA;NA;0
004980881;;NA;NA;0
004980882;;NA;NA;0
004980883;;NA;NA;0
004980885;;NA;NA;0
004980887;;NA;NA;0
004980890;;NA;NA;0
004980938;;NA;NA;0
004980939;;NA;NA;0
004980980;;NA;NA;0
004981050;894.541;894.541;Suomenkielinen kirjallisuus;1
004981053;;NA;NA;0
004981101;;NA;NA;0
004981103;;NA;NA;0
004981143;;NA;NA;0
004981144;;NA;NA;0
004981145;;NA;NA;0
004981284;;NA;NA;0
004981311;;NA;NA;0
004981358;;NA;NA;0
004981359;894.541;894.541;Suomenkielinen kirjallisuus;1
004981382;;NA;NA;0
004981383;;NA;NA;0
004981479;;NA;NA;0
004981480;;NA;NA;0
004981481;;NA;NA;0
004981482;894.541;894.541;Suomenkielinen kirjallisuus;1
004981546;;NA;NA;0
004981547;;NA;NA;0
004981548;;NA;NA;0
004981549;;NA;NA;0
004981550;914;914;Eurooppa;1
004981551;;NA;NA;0
004981552;;NA;NA;0
004981556;;NA;NA;0
004981557;;NA;NA;0
004981590;;NA;NA;0
004981626;;NA;NA;0
004981627;;NA;NA;0
004981654;894.541;894.541;Suomenkielinen kirjallisuus;1
004981655;;NA;NA;0
004981668;;NA;NA;0
004981669;;NA;NA;0
004981670;;NA;NA;0
004981673;;NA;NA;0
004981674;;NA;NA;0
004981676;894.541;894.541;Suomenkielinen kirjallisuus;1
004981723;;NA;NA;0
004981768;;NA;NA;0
004981769;;NA;NA;0
004981778;;NA;NA;0
004981797;;NA;NA;0
004981820;;NA;NA;0
004981839;;NA;NA;0
004981840;;NA;NA;0
004981841;;NA;NA;0
004981848;894.541;894.541;Suomenkielinen kirjallisuus;1
004982050;;NA;NA;0
004982092;;NA;NA;0
004982195;;NA;NA;0
004982250;;NA;NA;0
004982294;;NA;NA;0
004982357;591.9;591.9;Eläinmaantiede. Eläimistö. Eläinten levinneisyys;1
004982358;;NA;NA;0
004982359;840;840;Ranskankielinen kirjallisuus;1
004982360;;NA;NA;0
004982381;;NA;NA;0
004982411;;NA;NA;0
004982413;;NA;NA;0
004982454;;NA;NA;0
004982530;840;840;Ranskankielinen kirjallisuus;1
004982533;;NA;NA;0
004982534;;NA;NA;0
004982562;;NA;NA;0
004982565;;NA;NA;0
004982589;;NA;NA;0
004982592;894.541;894.541;Suomenkielinen kirjallisuus;1
004982620;;NA;NA;0
004982727;;NA;NA;0
004982773;;NA;NA;0
004982933;;NA;NA;0
004983078;;NA;NA;0
004983144;;NA;NA;0
004983165;839.7;839.7;Ruotsinkielinen kirjallisuus;1
004983166;;NA;NA;0
004983167;;NA;NA;0
004983170;;NA;NA;0
004983216;;NA;NA;0
004983262;;NA;NA;0
004983264;;NA;NA;0
004983335;;NA;NA;0
004983369;;NA;NA;0
004983455;;NA;NA;0
004983456;;NA;NA;0
004983459;;NA;NA;0
004983468;;NA;NA;0
004983521;;NA;NA;0
004983574;;NA;NA;0
004983606;;NA;NA;0
004983607;;NA;NA;0
004983610;;NA;NA;0
004983611;;NA;NA;0
004983612;;NA;NA;0
004983613;;NA;NA;0
004983623;;NA;NA;0
004983655;;NA;NA;0
004983696;;NA;NA;0
004983698;;NA;NA;0
004983699;;NA;NA;0
004983727;;NA;NA;0
004983755;;NA;NA;0
004983756;;NA;NA;0
004983757;;NA;NA;0
004983801;;NA;NA;0
004983802;;NA;NA;0
004983858;;NA;NA;0
004983859;;NA;NA;0
004983861;;NA;NA;0
004983862;;NA;NA;0
004983863;;NA;NA;0
004983864;;NA;NA;0
004983898;;NA;NA;0
004983899;;NA;NA;0
004983901;;NA;NA;0
004983903;;NA;NA;0
004983905;;NA;NA;0
004983925;;NA;NA;0
004983926;;NA;NA;0
004983927;;NA;NA;0
004983928;;NA;NA;0
004983929;59;59;Eläintiede;1
004983949;;NA;NA;0
004983952;;NA;NA;0
004983953;;NA;NA;0
