melinda_id;original;cleaned;converted;udk_count
000879420;;NA;NA;0
000879421;;NA;NA;0
000879422;;NA;NA;0
000879423;;NA;NA;0
000879424;;NA;NA;0
000879425;820;820;Englanninkielinen kirjallisuus;1
000879426;;NA;NA;0
000879427;;NA;NA;0
000879428;;NA;NA;0
000879429;;NA;NA;0
000879431;;NA;NA;0
000879441;894.541;894.541;Suomenkielinen kirjallisuus;1
000879443;224|231.7;224;231.7;Undetermined;Undetermined;2
000879445;894.541;894.541;Suomenkielinen kirjallisuus;1
000879446;894.541;894.541;Suomenkielinen kirjallisuus;1
000879448;894.541;894.541;Suomenkielinen kirjallisuus;1
000879449;;NA;NA;0
000879450;;NA;NA;0
000879451;;NA;NA;0
000879452;;NA;NA;0
000879454;;NA;NA;0
000879457;830|830;830;Saksankielinen kirjallisuus. Jiddišinkielinen kirjallisuus;1
000879460;;NA;NA;0
000879462;;NA;NA;0
000879463;;NA;NA;0
000879464;;NA;NA;0
000879465;;NA;NA;0
000879466;;NA;NA;0
000879467;894.541;894.541;Suomenkielinen kirjallisuus;1
000879468;;NA;NA;0
000879475;;NA;NA;0
000879476;323.1;323.1;Kansallisuusliikkeet. Kansallisuuskysymykset. Kansalliset vähemmistöt;1
000879477;;NA;NA;0
000879478;830;830;Saksankielinen kirjallisuus. Jiddišinkielinen kirjallisuus;1
000879479;;NA;NA;0
000879480;61|617;61;617;Lääketiede;Kirurgia. Ortopedia. Oftalmologia. Silmätaudit;2
000879481;61|617;61;617;Lääketiede;Kirurgia. Ortopedia. Oftalmologia. Silmätaudit;2
000879525;839.7;839.7;Ruotsinkielinen kirjallisuus;1
000879526;839.8|839.8;839.8;Tanskankielinen kirjallisuus;1
000879528;;NA;NA;0
000879529;;NA;NA;0
000879530;;NA;NA;0
000879531;;NA;NA;0
000879532;;NA;NA;0
000879533;;NA;NA;0
000879534;;NA;NA;0
000879535;39|830;39;830;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;Saksankielinen kirjallisuus. Jiddišinkielinen kirjallisuus;2
000879541;;NA;NA;0
000879544;;NA;NA;0
000879545;;NA;NA;0
000879564;;NA;NA;0
000879567;;NA;NA;0
000879572;;NA;NA;0
000879576;;NA;NA;0
000879586;894.541;894.541;Suomenkielinen kirjallisuus;1
000879587;625;625;Tienrakennus. Radanrakennus;1
000879589;;NA;NA;0
000879593;;NA;NA;0
000879595;894.541;894.541;Suomenkielinen kirjallisuus;1
000879596;;NA;NA;0
000879597;882;882;Venäjänkielinen kirjallisuus;1
000879598;882;882;Venäjänkielinen kirjallisuus;1
000879610;;NA;NA;0
000879612;;NA;NA;0
000879619;;NA;NA;0
000879620;;NA;NA;0
000879621;;NA;NA;0
000879623;373|908 Joensuu|929;373;908;929;Peruskoulu. Lukio ;Paikallishistoriat. Kotiseutu ;Henkilöhistoria. Elämäkerrat. Muistelmat. Matrikkelit ;3
000879624;;NA;NA;0
000879625;;NA;NA;0
000879626;;NA;NA;0
000879628;;NA;NA;0
000879629;;NA;NA;0
000879630;;NA;NA;0
000879632;;NA;NA;0
000879633;;NA;NA;0
000879634;;NA;NA;0
000879635;929 Agricola;929;Henkilöhistoria. Elämäkerrat. Muistelmat. Matrikkelit ;1
000879644;614;614;Terveydenhuoltohenkilöstö. Lääkärit. Elintarvikevalvonta. Ympäristöterveys;1
000879646;;NA;NA;0
000879649;;NA;NA;0
000879650;;NA;NA;0
000879654;244;244;Japanilainen buddhalaisuus;1
000879657;;NA;NA;0
000879658;;NA;NA;0
000879660;882;882;Venäjänkielinen kirjallisuus;1
000879661;;NA;NA;0
000879662;894.541;894.541;Suomenkielinen kirjallisuus;1
000879663;;NA;NA;0
000879664;;NA;NA;0
000879666;882;882;Venäjänkielinen kirjallisuus;1
000879668;;NA;NA;0
000879671;;NA;NA;0
000879672;232|244;232;244;Undetermined;Japanilainen buddhalaisuus;2
000879675;22|242;22;242;Raamattu;Mahajana-buddhalaisuus. Suuri vaunu;2
000879677;882;882;Venäjänkielinen kirjallisuus;1
000879682;;NA;NA;0
000879684;;NA;NA;0
000879686;;NA;NA;0
000879691;619;619;Eläinlääketiede. Kotieläinten taudit;1
000879695;882;882;Venäjänkielinen kirjallisuus;1
000879696;619;619;Eläinlääketiede. Kotieläinten taudit;1
000879697;;NA;NA;0
000879702;252.8;252.8;Undetermined;1
000879703;;NA;NA;0
000879705;;NA;NA;0
000879706;;NA;NA;0
000879707;839.6|839.6;839.6;Norjankielinen kirjallisuus;1
000879709;839.6;839.6;Norjankielinen kirjallisuus;1
000879711;882;882;Venäjänkielinen kirjallisuus;1
000879713;;NA;NA;0
000879719;839.7;839.7;Ruotsinkielinen kirjallisuus;1
000879722;882;882;Venäjänkielinen kirjallisuus;1
000879724;;NA;NA;0
000879725;;NA;NA;0
000879727;081|081 Snellman|321.01;081;321.01;Undetermined;Undetermined;2
000879728;;NA;NA;0
000879729;882;882;Venäjänkielinen kirjallisuus;1
000879730;882;882;Venäjänkielinen kirjallisuus;1
000879733;;NA;NA;0
000879734;840;840;Ranskankielinen kirjallisuus;1
000879738;;NA;NA;0
000879740;502|504;502;504;Ympäristö. Ympäristönsuojelu. Luonto. Luonnonsuojelu;Ympäristökysymykset. Ympäristön saastuminen;2
000879743;502|504;502;504;Ympäristö. Ympäristönsuojelu. Luonto. Luonnonsuojelu;Ympäristökysymykset. Ympäristön saastuminen;2
000879744;;NA;NA;0
000879745;;NA;NA;0
000879748;323|323.1|948.0|34.096|343.6;323;323.1;948.0;34.096;343.6;Sisäpolitiikka;Kansallisuusliikkeet. Kansallisuuskysymykset. Kansalliset vähemmistöt;Suomen historia;Undetermined;Undetermined;5
000879750;;NA;NA;0
000879751;;NA;NA;0
000879752;;NA;NA;0
000879756;631;631;Maatalous. Maatalouspolitiikka;1
000879757;;NA;NA;0
000879758;;NA;NA;0
000879759;;NA;NA;0
000879761;;NA;NA;0
000879762;;NA;NA;0
000879763;;NA;NA;0
000879764;;NA;NA;0
000879765;;NA;NA;0
000879770;;NA;NA;0
000879775;;NA;NA;0
000879779;;NA;NA;0
000879780;;NA;NA;0
000879787;;NA;NA;0
000879793;159.91|159.91:159.955|159.955;159.91;159.955;Psykofysiologia (fysiologinen psykologia). Mentaalifysiologia;Undetermined;2
000879795;;NA;NA;0
000879796;;NA;NA;0
000879799;;NA;NA;0
000879801;;NA;NA;0
000879805;;NA;NA;0
000879806;;NA;NA;0
000879807;;NA;NA;0
000879808;;NA;NA;0
000879809;323;323;Sisäpolitiikka;1
000879811;839.7;839.7;Ruotsinkielinen kirjallisuus;1
000879814;51;51;Matematiikka;1
000879816;;NA;NA;0
000879828;;NA;NA;0
000879829;;NA;NA;0
000879830;;NA;NA;0
000879832;809.454.1|23;809.454.1;23;Suomen kieli;Dogmatiikka;2
000879833;;NA;NA;0
000879834;;NA;NA;0
000879835;;NA;NA;0
000879842;;NA;NA;0
000879844;;NA;NA;0
000879845;51;51;Matematiikka;1
000879846;;NA;NA;0
000879847;351.761;351.761;Undetermined;1
000879848;;NA;NA;0
000879853;;NA;NA;0
000879855;;NA;NA;0
000879858;;NA;NA;0
000879859;;NA;NA;0
000879860;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000879861;;NA;NA;0
000879863;;NA;NA;0
000879869;;NA;NA;0
000879873;;NA;NA;0
000879875;;NA;NA;0
000879877;;NA;NA;0
000879881;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000879900;;NA;NA;0
000879902;;NA;NA;0
000879907;;NA;NA;0
000879910;;NA;NA;0
000879923;804.0|804.0;804.0;Ranskan kieli;1
000879924;;NA;NA;0
000879925;;NA;NA;0
000879926;;NA;NA;0
000879927;;NA;NA;0
000879928;;NA;NA;0
000879929;;NA;NA;0
000879930;;NA;NA;0
000879931;;NA;NA;0
000879932;;NA;NA;0
000879933;;NA;NA;0
000879934;;NA;NA;0
000879951;;NA;NA;0
000879954;35;35;Julkinen hallinto. Hallintoelimet. Sotilaalliset asiat;1
000879955;;NA;NA;0
000879956;;NA;NA;0
000879959;;NA;NA;0
000879961;;NA;NA;0
000879962;;NA;NA;0
000879965;;NA;NA;0
000879967;;NA;NA;0
000879970;;NA;NA;0
000879971;;NA;NA;0
000879973;;NA;NA;0
000879976;;NA;NA;0
000879979;323;323;Sisäpolitiikka;1
000879982;;NA;NA;0
000879983;;NA;NA;0
000879984;;NA;NA;0
000879986;;NA;NA;0
000879994;;NA;NA;0
000879997;;NA;NA;0
000879999;;NA;NA;0
000880002;;NA;NA;0
000880003;17|301.185;17;301.185;Etiikka. Moraali. Käytännöllinen filosofia. Elämäntaito;Undetermined;2
000880005;;NA;NA;0
000880006;;NA;NA;0
000880007;2;2;Uskonto. Teologia;1
000880008;;NA;NA;0
000880009;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000880015;;NA;NA;0
000880019;;NA;NA;0
000880022;;NA;NA;0
000880026;;NA;NA;0
000880027;;NA;NA;0
000880028;;NA;NA;0
000880030;894.541;894.541;Suomenkielinen kirjallisuus;1
000880033;;NA;NA;0
000880035;;NA;NA;0
000880036;;NA;NA;0
000880039;;NA;NA;0
000880040;;NA;NA;0
000880042;;NA;NA;0
000880062;;NA;NA;0
000880063;;NA;NA;0
000880065;839.8;839.8;Tanskankielinen kirjallisuus;1
000880066;;NA;NA;0
000880068;;NA;NA;0
000880069;;NA;NA;0
000880070;;NA;NA;0
000880071;;NA;NA;0
000880072;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000880073;;NA;NA;0
000880074;;NA;NA;0
000880076;829.79|839.79|839.79;829.79;839.79;Undetermined;Suomenruotsalainen kirjallisuus;2
000880077;829.79|839.79;829.79;839.79;Undetermined;Suomenruotsalainen kirjallisuus;2
000880078;;NA;NA;0
000880079;;NA;NA;0
000880080;839.7;839.7;Ruotsinkielinen kirjallisuus;1
000880081;;NA;NA;0
000880083;;NA;NA;0
000880084;;NA;NA;0
000880085;;NA;NA;0
000880087;;NA;NA;0
000880088;894.541;894.541;Suomenkielinen kirjallisuus;1
000880089;;NA;NA;0
000880090;;NA;NA;0
000880093;;NA;NA;0
000880095;24;24;Kristillinen etiikka. Kristillinen taide. Hymnologia. Hartaus. Mystiikka. Askeesi. Uskonnolliset kokemukset ;1
000880096;24;24;Kristillinen etiikka. Kristillinen taide. Hymnologia. Hartaus. Mystiikka. Askeesi. Uskonnolliset kokemukset ;1
000880097;;NA;NA;0
000880100;;NA;NA;0
000880101;323|35.08|323.37;323;35.08;323.37;Sisäpolitiikka;Hallintoviranomaiset. Virkamiehet. Viranhaltijat. Toimenhaltijat;Undetermined;3
000880104;839.7;839.7;Ruotsinkielinen kirjallisuus;1
000880106;839.7;839.7;Ruotsinkielinen kirjallisuus;1
000880108;;NA;NA;0
000880111;;NA;NA;0
000880112;;NA;NA;0
000880114;;NA;NA;0
000880115;;NA;NA;0
000880116;;NA;NA;0
000880118;;NA;NA;0
000880119;;NA;NA;0
000880120;;NA;NA;0
000880121;;NA;NA;0
000880123;;NA;NA;0
000880124;;NA;NA;0
000880125;;NA;NA;0
000880126;;NA;NA;0
000880127;;NA;NA;0
000880128;;NA;NA;0
000880133;;NA;NA;0
000880134;;NA;NA;0
000880135;;NA;NA;0
000880137;929 Jansson|28;929;28;Henkilöhistoria. Elämäkerrat. Muistelmat. Matrikkelit ;Kristilliset kirkot. Kristilliset yhteisöt. Kristillisperäiset yhteisöt;2
000880140;;NA;NA;0
000880141;;NA;NA;0
000880142;;NA;NA;0
000880144;830|830;830;Saksankielinen kirjallisuus. Jiddišinkielinen kirjallisuus;1
000880145;;NA;NA;0
000880147;;NA;NA;0
000880151;;NA;NA;0
000880152;;NA;NA;0
000880154;;NA;NA;0
000880157;;NA;NA;0
000880159;;NA;NA;0
000880160;;NA;NA;0
000880161;;NA;NA;0
000880163;;NA;NA;0
000880164;;NA;NA;0
000880165;244;244;Japanilainen buddhalaisuus;1
000880166;;NA;NA;0
000880167;;NA;NA;0
000880168;;NA;NA;0
000880169;;NA;NA;0
000880170;;NA;NA;0
000880171;;NA;NA;0
000880172;;NA;NA;0
000880173;;NA;NA;0
000880174;830;830;Saksankielinen kirjallisuus. Jiddišinkielinen kirjallisuus;1
000880175;;NA;NA;0
000880176;;NA;NA;0
000880177;;NA;NA;0
000880180;58|55;58;55;Kasvitiede;Geologia. Geofysiikka. Geokemia. Seismologia. Glasiaaligeologia. Geomorfologia. Oseanografia. Petrologia. Malmit;2
000880182;;NA;NA;0
000880187;;NA;NA;0
000880191;;NA;NA;0
000880192;;NA;NA;0
000880193;266.1;266.1;Undetermined;1
000880194;;NA;NA;0
000880195;;NA;NA;0
000880197;;NA;NA;0
000880198;;NA;NA;0
000880199;;NA;NA;0
000880202;323|329;323;329;Sisäpolitiikka;Poliittiset puolueet. Poliittiset liikkeet;2
000880203;25;25;Pastoraaliteologia. Homiletiikka. Saarnaoppi. Saarnat. Sielunhoito;1
000880204;;NA;NA;0
000880205;;NA;NA;0
000880207;;NA;NA;0
000880211;;NA;NA;0
000880212;948.0;948.0;Suomen historia;1
000880214;;NA;NA;0
000880215;398.4;398.4;Undetermined;1
000880216;;NA;NA;0
000880217;820|26;820;26;Englanninkielinen kirjallisuus;Kristillinen kirkko. Kirkon hallinto. Kirkko ja yhteiskunta. Ekumenia. Liturgiikka. Sakramentit. Kristillinen kasvatus. Kristilliset järjestöt. Diakonia. Lähetystyö;2
000880219;;NA;NA;0
000880230;;NA;NA;0
000880231;;NA;NA;0
000880232;;NA;NA;0
000880234;;NA;NA;0
000880235;;NA;NA;0
000880236;;NA;NA;0
000880237;;NA;NA;0
000880239;;NA;NA;0
000880242;;NA;NA;0
000880248;;NA;NA;0
000880249;;NA;NA;0
000880250;;NA;NA;0
000880251;;NA;NA;0
000880252;;NA;NA;0
000880253;894.541;894.541;Suomenkielinen kirjallisuus;1
000880254;;NA;NA;0
000880255;;NA;NA;0
000880256;940|930.85;940;930.85;Euroopan historia;Sivistyshistoria. Kulttuurihistoria;2
000880257;940|930.85;940;930.85;Euroopan historia;Sivistyshistoria. Kulttuurihistoria;2
000880258;948.0|948.0.06/.07;948.0;948.0.06/.07;Suomen historia;Undetermined;2
000880260;820;820;Englanninkielinen kirjallisuus;1
000880261;840;840;Ranskankielinen kirjallisuus;1
000880264;;NA;NA;0
000880269;;NA;NA;0
000880270;243|25;243;25;Lamalaisuus;Pastoraaliteologia. Homiletiikka. Saarnaoppi. Saarnat. Sielunhoito;2
000880271;;NA;NA;0
000880272;;NA;NA;0
000880273;;NA;NA;0
000880274;;NA;NA;0
000880275;;NA;NA;0
000880276;;NA;NA;0
000880277;;NA;NA;0
000880280;839.6;839.6;Norjankielinen kirjallisuus;1
000880281;;NA;NA;0
000880282;;NA;NA;0
000880283;894.541|894.541;894.541;Suomenkielinen kirjallisuus;1
000880284;;NA;NA;0
000880291;894.541;894.541;Suomenkielinen kirjallisuus;1
000880293;;NA;NA;0
000880294;;NA;NA;0
000880295;;NA;NA;0
000880296;637.1|528;637.1;528;Undetermined;Geodesia. Maanmittaus. Fotogrammetria. Kaukokartoitus. Kartografia;2
000880307;;NA;NA;0
000880310;;NA;NA;0
000880311;;NA;NA;0
000880312;342.8;342.8;Vaalilaki. Äänestäminen. Vaalijärjestelmät;1
000880313;;NA;NA;0
000880314;;NA;NA;0
000880316;;NA;NA;0
000880317;629;629;Kulkuneuvot. Liikennevälineet;1
000880318;;NA;NA;0
000880319;820;820;Englanninkielinen kirjallisuus;1
000880321;;NA;NA;0
000880324;;NA;NA;0
000880326;;NA;NA;0
000880327;894.541;894.541;Suomenkielinen kirjallisuus;1
000880329;894.541;894.541;Suomenkielinen kirjallisuus;1
000880331;;NA;NA;0
000880332;;NA;NA;0
000880334;;NA;NA;0
000880337;894.541|24;894.541;24;Suomenkielinen kirjallisuus;Kristillinen etiikka. Kristillinen taide. Hymnologia. Hartaus. Mystiikka. Askeesi. Uskonnolliset kokemukset ;2
000880338;;NA;NA;0
000880339;894.541;894.541;Suomenkielinen kirjallisuus;1
000880340;;NA;NA;0
000880341;;NA;NA;0
000880342;894.541;894.541;Suomenkielinen kirjallisuus;1
000880343;894.541;894.541;Suomenkielinen kirjallisuus;1
000880344;894.541;894.541;Suomenkielinen kirjallisuus;1
000880345;894.541|894.541|894.541;894.541;Suomenkielinen kirjallisuus;1
000880346;;NA;NA;0
000880347;;NA;NA;0
000880349;820;820;Englanninkielinen kirjallisuus;1
000880353;894.541;894.541;Suomenkielinen kirjallisuus;1
000880360;850;850;Italiankielinen kirjallisuus;1
000880361;850;850;Italiankielinen kirjallisuus;1
000880362;850|850;850;Italiankielinen kirjallisuus;1
000880363;;NA;NA;0
000880365;;NA;NA;0
000880366;25;25;Pastoraaliteologia. Homiletiikka. Saarnaoppi. Saarnat. Sielunhoito;1
000880367;;NA;NA;0
000880368;830;830;Saksankielinen kirjallisuus. Jiddišinkielinen kirjallisuus;1
000880370;;NA;NA;0
000880371;894.541;894.541;Suomenkielinen kirjallisuus;1
000880372;820|087.5|820;820;087.5;Englanninkielinen kirjallisuus;Undetermined;2
000880373;;NA;NA;0
000880374;;NA;NA;0
000880376;;NA;NA;0
000880377;;NA;NA;0
000880380;;NA;NA;0
000880382;;NA;NA;0
000880383;;NA;NA;0
000880384;;NA;NA;0
000880385;;NA;NA;0
000880386;;NA;NA;0
000880387;;NA;NA;0
000880388;;NA;NA;0
000880392;;NA;NA;0
000880409;649;649;Kotona tapahtuva lastenhoito, vammaishoito ja vieraista huolehtiminen;1
000880422;;NA;NA;0
000880430;850|850;850;Italiankielinen kirjallisuus;1
000880445;830;830;Saksankielinen kirjallisuus. Jiddišinkielinen kirjallisuus;1
000880453;;NA;NA;0
000880454;91;91;Maantiede. Matkat ;1
000880455;839.7|894.541;839.7;894.541;Ruotsinkielinen kirjallisuus;Suomenkielinen kirjallisuus;2
000880456;;NA;NA;0
000880458;830;830;Saksankielinen kirjallisuus. Jiddišinkielinen kirjallisuus;1
000880460;;NA;NA;0
000880461;;NA;NA;0
000880462;839.7|613.8|364;839.7;613.8;364;Ruotsinkielinen kirjallisuus;Päihteet. Tupakointi. Alkoholinkäyttö. Huumeiden käyttö. Sukupuolielämä;Sosiaaliturva. Sosiaalihuolto. Sosiaalityö. Sosiaalipalvelut. Sosiaaliavustukset. Kansanterveys. Sairaalat ;3
000880463;;NA;NA;0
000880467;;NA;NA;0
000880470;839.7;839.7;Ruotsinkielinen kirjallisuus;1
000880471;;NA;NA;0
000880481;;NA;NA;0
000880483;;NA;NA;0
000880484;;NA;NA;0
000880486;;NA;NA;0
000880487;;NA;NA;0
000880488;;NA;NA;0
000880490;;NA;NA;0
000880492;;NA;NA;0
000880494;;NA;NA;0
000880495;;NA;NA;0
000880497;;NA;NA;0
000880515;;NA;NA;0
000880516;;NA;NA;0
000880522;;NA;NA;0
000880529;840;840;Ranskankielinen kirjallisuus;1
000880531;355.212;355.212;Undetermined;1
000880532;;NA;NA;0
000880533;;NA;NA;0
000880534;;NA;NA;0
000880535;;NA;NA;0
000880537;;NA;NA;0
000880543;;NA;NA;0
000880544;;NA;NA;0
000880545;;NA;NA;0
000880546;;NA;NA;0
000880547;;NA;NA;0
000880548;241;241;Hinajana-buddhalaisuus. Pieni vaunu. Theravada-buddhalaisuus. Pālin koulukunta;1
000880552;820;820;Englanninkielinen kirjallisuus;1
000880555;820|820;820;Englanninkielinen kirjallisuus;1
000880556;;NA;NA;0
000880557;820;820;Englanninkielinen kirjallisuus;1
000880558;820;820;Englanninkielinen kirjallisuus;1
000880560;820;820;Englanninkielinen kirjallisuus;1
000880562;820;820;Englanninkielinen kirjallisuus;1
000880568;;NA;NA;0
000880570;;NA;NA;0
000880572;840;840;Ranskankielinen kirjallisuus;1
000880574;;NA;NA;0
000880575;;NA;NA;0
000880578;840;840;Ranskankielinen kirjallisuus;1
000880581;840;840;Ranskankielinen kirjallisuus;1
000880582;840;840;Ranskankielinen kirjallisuus;1
000880583;840;840;Ranskankielinen kirjallisuus;1
000880585;840;840;Ranskankielinen kirjallisuus;1
000880586;840;840;Ranskankielinen kirjallisuus;1
000880587;;NA;NA;0
000880588;265.3|347.62;265.3;347.62;Undetermined;Undetermined;2
000880590;;NA;NA;0
000880592;;NA;NA;0
000880597;830;830;Saksankielinen kirjallisuus. Jiddišinkielinen kirjallisuus;1
000880598;830;830;Saksankielinen kirjallisuus. Jiddišinkielinen kirjallisuus;1
000880600;;NA;NA;0
000880601;;NA;NA;0
000880603;;NA;NA;0
000880604;;NA;NA;0
000880606;;NA;NA;0
000880610;;NA;NA;0
000880615;;NA;NA;0
000880616;17;17;Etiikka. Moraali. Käytännöllinen filosofia. Elämäntaito;1
000880618;;NA;NA;0
000880626;820;820;Englanninkielinen kirjallisuus;1
000880627;;NA;NA;0
000880633;;NA;NA;0
000880634;;NA;NA;0
000880635;;NA;NA;0
000880642;820;820;Englanninkielinen kirjallisuus;1
000880644;839.7|860+869.0|860|869.0;839.7;860+869.0;860;869.0;Ruotsinkielinen kirjallisuus;Espanjankielinen kirjallisuus. Portugalinkielinen kirjallisuus;Undetermined;Undetermined;4
000880645;;NA;NA;0
000880647;;NA;NA;0
000880650;820;820;Englanninkielinen kirjallisuus;1
000880652;820;820;Englanninkielinen kirjallisuus;1
000880653;342.53|948.0;342.53;948.0;Undetermined;Suomen historia;2
000880654;840|840;840;Ranskankielinen kirjallisuus;1
000880656;820;820;Englanninkielinen kirjallisuus;1
000880658;;NA;NA;0
000880659;;NA;NA;0
000880660;;NA;NA;0
000880666;840|840;840;Ranskankielinen kirjallisuus;1
000880668;840;840;Ranskankielinen kirjallisuus;1
000880671;;NA;NA;0
000880673;894.541;894.541;Suomenkielinen kirjallisuus;1
000880674;;NA;NA;0
000880675;830;830;Saksankielinen kirjallisuus. Jiddišinkielinen kirjallisuus;1
000880676;894.541;894.541;Suomenkielinen kirjallisuus;1
000880678;26;26;Kristillinen kirkko. Kirkon hallinto. Kirkko ja yhteiskunta. Ekumenia. Liturgiikka. Sakramentit. Kristillinen kasvatus. Kristilliset järjestöt. Diakonia. Lähetystyö;1
000880694;;NA;NA;0
000880700;894.541;894.541;Suomenkielinen kirjallisuus;1
000880702;;NA;NA;0
000880703;897.541;897.541;Undetermined;1
000880706;;NA;NA;0
000880708;;NA;NA;0
000880709;;NA;NA;0
000880710;;NA;NA;0
000880712;;NA;NA;0
000880720;;NA;NA;0
000880725;;NA;NA;0
000880728;;NA;NA;0
000880743;;NA;NA;0
000880745;;NA;NA;0
000880746;;NA;NA;0
000880747;;NA;NA;0
000880748;;NA;NA;0
000880749;;NA;NA;0
000880750;;NA;NA;0
000880752;;NA;NA;0
000880753;894.541;894.541;Suomenkielinen kirjallisuus;1
000880755;839.7;839.7;Ruotsinkielinen kirjallisuus;1
000880759;;NA;NA;0
000880764;;NA;NA;0
000880766;840|840|840;840;Ranskankielinen kirjallisuus;1
000880768;57;57;Biologiset tieteet. Biologia;1
000880769;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000880772;839.7;839.7;Ruotsinkielinen kirjallisuus;1
000880773;839.7;839.7;Ruotsinkielinen kirjallisuus;1
000880774;547.53|54;547.53;54;Undetermined;Kemia;2
000880776;;NA;NA;0
000880777;08|008|05|378.18|839.79|894.541;08;008;05;378.18;839.79;894.541;Moniaiheiset teokset. Kokoomateokset;Sivilisaatio. Kulttuuri. Edistys;Kausijulkaisut. Aikakauslehdet. Sarjat;Undetermined;Suomenruotsalainen kirjallisuus;Suomenkielinen kirjallisuus;6
000880778;616;616;Patologia. Tautioppi;1
000880789;;NA;NA;0
000880794;;NA;NA;0
000880795;;NA;NA;0
000880796;894.541;894.541;Suomenkielinen kirjallisuus;1
000880797;839.6;839.6;Norjankielinen kirjallisuus;1
000880800;;NA;NA;0
000880804;;NA;NA;0
000880805;;NA;NA;0
000880807;894.541;894.541;Suomenkielinen kirjallisuus;1
000880808;830;830;Saksankielinen kirjallisuus. Jiddišinkielinen kirjallisuus;1
000880809;;NA;NA;0
000880813;;NA;NA;0
000880819;830;830;Saksankielinen kirjallisuus. Jiddišinkielinen kirjallisuus;1
000880824;;NA;NA;0
000880825;830;830;Saksankielinen kirjallisuus. Jiddišinkielinen kirjallisuus;1
000880826;;NA;NA;0
000880828;;NA;NA;0
000880833;636;636;Kotieläintalous. Kotieläinhoito. Lemmikkieläimet. Turkiseläimet;1
000880834;636;636;Kotieläintalous. Kotieläinhoito. Lemmikkieläimet. Turkiseläimet;1
000880841;;NA;NA;0
000880844;894.541;894.541;Suomenkielinen kirjallisuus;1
000880848;378.4|378.4|894.541|378.4 Helsingin yliopisto;378.4;894.541;Yliopistot;Suomenkielinen kirjallisuus;2
000880849;;NA;NA;0
000880852;378.4;378.4;Yliopistot;1
000880856;;NA;NA;0
000880859;;NA;NA;0
000880862;894.541|24;894.541;24;Suomenkielinen kirjallisuus;Kristillinen etiikka. Kristillinen taide. Hymnologia. Hartaus. Mystiikka. Askeesi. Uskonnolliset kokemukset ;2
000880863;;NA;NA;0
000880865;;NA;NA;0
000880868;;NA;NA;0
000880869;;NA;NA;0
000880870;;NA;NA;0
000880871;;NA;NA;0
000880874;894.541;894.541;Suomenkielinen kirjallisuus;1
000880875;894.541;894.541;Suomenkielinen kirjallisuus;1
000880877;;NA;NA;0
000880878;;NA;NA;0
000880881;;NA;NA;0
000880882;;NA;NA;0
000880883;;NA;NA;0
000880893;;NA;NA;0
000880895;230.1|281.9;230.1;281.9;Undetermined;Ortodoksinen kirkko;2
000880896;840|840|840;840;Ranskankielinen kirjallisuus;1
000880898;;NA;NA;0
000880899;947|940|929 Fennander|355/359;947;940;929;355/359;Undetermined;Euroopan historia;Henkilöhistoria. Elämäkerrat. Muistelmat. Matrikkelit ;Sotataito. Sotatiede. Maanpuolustus;4
000880907;;NA;NA;0
000880908;343;343;Rikosoikeus. Kriminologia. Vankeinhoito;1
000880909;839.79|839.79;839.79;Suomenruotsalainen kirjallisuus;1
000880911;;NA;NA;0
000880912;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000880915;;NA;NA;0
000880917;;NA;NA;0
000880923;;NA;NA;0
000880936;;NA;NA;0
000880939;582.47|630.2;582.47;630.2;Undetermined;Metsänhoito;2
000880942;364|613.8;364;613.8;Sosiaaliturva. Sosiaalihuolto. Sosiaalityö. Sosiaalipalvelut. Sosiaaliavustukset. Kansanterveys. Sairaalat ;Päihteet. Tupakointi. Alkoholinkäyttö. Huumeiden käyttö. Sukupuolielämä;2
000880943;;NA;NA;0
000880944;;NA;NA;0
000880951;;NA;NA;0
000880952;;NA;NA;0
000880954;820|820;820;Englanninkielinen kirjallisuus;1
000880955;;NA;NA;0
000880956;;NA;NA;0
000880957;;NA;NA;0
000880959;;NA;NA;0
000880960;;NA;NA;0
000880961;;NA;NA;0
000880963;;NA;NA;0
000880966;234.12;234.12;Undetermined;1
000880968;;NA;NA;0
000880971;;NA;NA;0
000880974;;NA;NA;0
000880975;820;820;Englanninkielinen kirjallisuus;1
000880977;;NA;NA;0
000880978;820;820;Englanninkielinen kirjallisuus;1
000880982;;NA;NA;0
000880983;;NA;NA;0
000880984;;NA;NA;0
000880985;;NA;NA;0
000880987;;NA;NA;0
000880989;;NA;NA;0
000880990;;NA;NA;0
000880991;;NA;NA;0
000880993;;NA;NA;0
000880995;910.4;910.4;Tutkimusmatkat;1
000880996;;NA;NA;0
000880997;;NA;NA;0
000880998;882|882;882;Venäjänkielinen kirjallisuus;1
000881001;;NA;NA;0
000881002;;NA;NA;0
000881003;;NA;NA;0
000881007;;NA;NA;0
000881008;839.6;839.6;Norjankielinen kirjallisuus;1
000881009;;NA;NA;0
000881011;;NA;NA;0
000881013;;NA;NA;0
