Name	Count
Stendhal.	    1
Stuxberg.	    1
Styrbjörn.	    1
Suhonen.	    1
Supistaja.	    1
Suru,	    1
Swindsk.	    1
Sylvia.	    1
T-'',	    1
T-''.	    1
Tähystäjä,	    1
Taimi.	    1
Teemu,	    1
Teppo.	    1
Tepukka,	    1
Thilda.	    1
Thora,	    1
Thyra,	    1
Tiburtius.	    1
Tid.	    1
Titus.	    1
Tohtori.	    1
Tokarski.	    1
Törneroos.	    1
Torpanpoika.	    1
Toveri.	    1
Trafikant.	    1
Tuntematon,	    1
Tuplawee.	    1
Tutus.	    1
Uni-Jussi	    1
Ura.	    1
Urila.	    1
V.,	    1
Valtiopäivämies,	    1
Vasiljev.	    1
Vendela,	    1
Vento.	    1
Vergilius.	    1
Viiro,	    1
Vindician,	    1
Viva,	    1
Voltaire,	    1
W:s.	    1
W.S.	    1
Wegscheider-Ziegler.	    1
Wendt,	    1
Wessmann.	    1
X,	    1
Xenophon.	    1
