melinda_id	id2	field008_6	publication_status	original	publication_year
1118430	FCC011323856|1118430	d	Continuing resource ceased publication	19uu 19uu	NA
1118816	FCC011326567|1118816	s	Single known date/probable date	201u	NA
1118820	FCC011326575|1118820	s	Single known date/probable date	201u	NA
1118826	FCC011326655|1118826	s	Single known date/probable date	201u	NA
1119951	FCC011424191|1119951	c	Continuing resource currently published	20uu 9999	NA
1120671	FCC011189906|1120671	s	Single known date/probable date	    	NA
1120711	FCC011433794|1120711	q	Questionable date	20uu	NA
1120788	FCC011434277|1120788	c	Continuing resource currently published	20uu 9999	NA
1120829	FCC011434477|1120829	d	Continuing resource ceased publication	198u 1992	NA
1122097	FCC011460943|1122097	c	Continuing resource currently published	20uu 9999	NA
1122103	FCC011461075|1122103	d	Continuing resource ceased publication	20uu 2013	NA
1122111	FCC011461849|1122111	d	Continuing resource ceased publication	20uu 2013	NA
1122528	FCC011467141|1122528	c	Continuing resource currently published	20uu 9999	NA
1125325	FCC011506367|1125325	s	Single known date/probable date	    	NA
1130488	FCC011640072|1130488	r	Reprint/reissue date and original date	    	NA
1132719	FCC012062827|1132719	s	Single known date/probable date	    	NA
1134348	FCC012205138|1134348	s	Single known date/probable date	    	NA
1136046	FCC012224049|1136046	c	Continuing resource currently published	199u 9999	NA
1139853	FCC012263905|1139853	s	Single known date/probable date	uuuu	NA
1140153	FCC012267756|1140153	c	Continuing resource currently published	199u 9999	NA
1142453	FCC013196368|1142453	u	Continuing resource status unknown	201u	NA
1142546	FCC013197923|1142546	u	Continuing resource status unknown	201u	NA
1156026	FCC015324686|1156026	q	Questionable date	||||	NA
1158893	FCC015421910|1158893	c	Continuing resource currently published	20uu 9999	NA
116093	116093|FCC002318056	r	Reprint/reissue date and original date	uuuu	NA
1160970	FCC015512417|1160970	c	Continuing resource currently published	20uu 9999	NA
1165227	FCC016212067	p	Date of distribution etc	2029	NA
123416	123416|FCC000659163	s	Single known date/probable date	uuuu	NA
123576	123576|FCC003105333	s	Single known date/probable date	uuuu	NA
127045	127045|FCC001397904	s	Single known date/probable date	uuuu	NA
127472	127472|FCC000660500	s	Single known date/probable date	uuuu	NA
127540	127540|FCC004413862	r	Reprint/reissue date and original date	uuuu	NA
127543	127543|FCC011532669	r	Reprint/reissue date and original date	uuuu	NA
128867	128867|FCC002791918	s	Single known date/probable date	uuuu	NA
130897	130897|FCC004941506	s	Single known date/probable date	uuuu	NA
132966	132966|FCC004529446	s	Single known date/probable date	uuuu	NA
139956	139956|FCC003021633	r	Reprint/reissue date and original date	uuuu	NA
172538	172538|FCC004086542	c	Continuing resource currently published	196? 9999	NA
174104	174104|FCC000675996	c	Continuing resource currently published	196? 9999	NA
195974	195974|FCC000686929	s	Single known date/probable date	uuuu	NA
199611	199611|FCC000688442	r	Reprint/reissue date and original date	uuuu	NA
217882	217882|FCC005311963	r	Reprint/reissue date and original date	uuuu	NA
219208	219208|FCC006572492	s	Single known date/probable date	uuuu	NA
219220	219220|FCC006113588	s	Single known date/probable date	uuuu	NA
219618	219618|FCC000695957	s	Single known date/probable date	uuuu	NA
221249	221249|FCC000696337	r	Reprint/reissue date and original date	uuuu	NA
222990	222990|FCC006576523	s	Single known date/probable date	uuuu	NA
224299	224299|FCC000697688	s	Single known date/probable date	uuuu	NA
225348	225348|FCC000698347	s	Single known date/probable date	uuuu	NA
228631	228631|FCC003369502	c	Continuing resource currently published	19uu 9999	NA
228872	228872|FCC005586466	r	Reprint/reissue date and original date	uuuu	NA
231707	231707|FCC000701114	s	Single known date/probable date	uuuu	NA
234965	234965|FCC000609441	r	Reprint/reissue date and original date	uuuu	NA
241222	241222|FCC000705280	r	Reprint/reissue date and original date	uuuu	NA
249531	249531|FCC000709562	s	Single known date/probable date	uuuu	NA
249533	249533|FCC002428489	s	Single known date/probable date	uuuu	NA
249534	249534|FCC002557435	s	Single known date/probable date	uuuu	NA
250924	250924|FCC003188174	r	Reprint/reissue date and original date	uuuu	NA
254215	254215|FCC006577250	s	Single known date/probable date	uuuu	NA
259590	259590|FCC000713805	r	Reprint/reissue date and original date	uuuu	NA
262155	262155|FCC006533029	s	Single known date/probable date	uuuu	NA
264189	264189|FCC000715982	q	Questionable date	uuuu	NA
265177	265177|FCC006577447	s	Single known date/probable date	uuuu	NA
266884	266884|FCC006577479	c	Continuing resource currently published	uuuu 9999	NA
270489	270489|FCC003148710	r	Reprint/reissue date and original date	uuuu	NA
270493	270493|FCC003148709	r	Reprint/reissue date and original date	uuuu	NA
273199	273199|FCC006577852	c	Continuing resource currently published	uuuu uuuu	NA
273358	273358|FCC006577873	c	Continuing resource currently published	uuuu 9999	NA
282344	282344|FCC006578194	s	Single known date/probable date	uuuu	NA
282502	282502|FCC000723862	s	Single known date/probable date	uuuu	NA
286510	286510|FCC000725470	s	Single known date/probable date	uuuu	NA
287258	287258|FCC000725817	s	Single known date/probable date	uuuu	NA
28802	28802|FCC000632089	s	Single known date/probable date	uuuu	NA
291994	291994|FCC011465588	s	Single known date/probable date	uuuu	NA
292657	292657|FCC000727918	d	Continuing resource ceased publication	198u 1990	NA
292953	FCC000728082|292953	d	Continuing resource ceased publication	19uu 2005	NA
293832	293832|FCC000728607	d	Continuing resource ceased publication	19uu 1972	NA
295898	295898|FCC006578911	s	Single known date/probable date	uuuu	NA
297061	297061|FCC000730712	r	Reprint/reissue date and original date	uuuu	NA
297068	297068|FCC000730714	r	Reprint/reissue date and original date	uuuu	NA
300708	300708|FCC000732879	s	Single known date/probable date	uuuu	NA
303642	303642|FCC000734575	s	Single known date/probable date	uuuu	NA
304115	304115|FCC000734839	s	Single known date/probable date	uuuu	NA
310398	310398|FCC000737684	s	Single known date/probable date	uuuu	NA
314045	314045|FCC012600639	s	Single known date/probable date	uuuu	NA
314960	314960|FCC006572647	s	Single known date/probable date	uuuu	NA
328905	328905|FCC006572652	s	Single known date/probable date	uuuu	NA
32919	32919|FCC000634608	s	Single known date/probable date	uuuu	NA
332649	332649|FCC006580619	s	Single known date/probable date	uuuu	NA
333182	333182|FCC001533963	r	Reprint/reissue date and original date	uuuu	NA
336504	336504|FCC012223701	s	Single known date/probable date	uuuu	NA
337870	337870|FCC000751252	s	Single known date/probable date	uuuu	NA
34248	34248|FCC000634950	s	Single known date/probable date	uuuu	NA
346878	346878|FCC003232042	d	Continuing resource ceased publication	1955 1953	NA
348501	348501|FCC005293834	d	Continuing resource ceased publication	19uu 1992	NA
348744	348744|FCC000757413	s	Single known date/probable date	uuuu	NA
349109	349109|FCC000757608	d	Continuing resource ceased publication	19uu 1993	NA
349254	349254|FCC000757704	s	Single known date/probable date	uuuu	NA
349542	349542|FCC002324967	s	Single known date/probable date	uuuu	NA
349814	349814|FCC000758012	s	Single known date/probable date	uuuu	NA
351125	351125|FCC000758772	s	Single known date/probable date	uuuu	NA
351461	351461|FCC006572682	s	Single known date/probable date	uuuu	NA
352369	352369|FCC000759577	s	Single known date/probable date	uuuu	NA
355296	FCC000761190|355296	q	Questionable date	198u	NA
356872	356872|FCC000762078	s	Single known date/probable date	uuuu	NA
35805	35805|FCC001487156	s	Single known date/probable date	uuuu	NA
358763	358763|FCC003264878	s	Single known date/probable date	uuuu	NA
361100	361100|FCC006582171	s	Single known date/probable date	uuuu	NA
364024	364024|FCC000766342	s	Single known date/probable date	uuuu	NA
364348	364348|FCC000766514	q	Questionable date	19uu	NA
365062	365062|FCC000766942	d	Continuing resource ceased publication	19uu 19uu	NA
365584	365584|FCC000337206	s	Single known date/probable date	uuuu	NA
366666	366666|FCC000767882	u	Continuing resource status unknown	199u	NA
367556	367556|FCC006582651	s	Single known date/probable date	uuuu	NA
36928	36928|FCC000635457	s	Single known date/probable date	uuuu	NA
370977	370977|FCC000770421	s	Single known date/probable date	uuuu	NA
371070	371070|FCC000770466	s	Single known date/probable date	uuuu	NA
371965	371965|FCC006582948	s	Single known date/probable date	uuuu	NA
372531	372531|FCC000771272	s	Single known date/probable date	uuuu	NA
374164	374164|FCC000772266	r	Reprint/reissue date and original date	uuuu	NA
376671	376671|FCC005886725	u	Continuing resource status unknown	19uu	NA
379762	379762|FCC000122933	c	Continuing resource currently published	199u 9999	NA
380288	380288|FCC006583776	s	Single known date/probable date	uuuu	NA
380375	380375|FCC000776030	s	Single known date/probable date	uuuu	NA
381963	381963|FCC000776829	r	Reprint/reissue date and original date	uuuu	NA
383336	FCC000777502|383336	c	Continuing resource currently published	199u 9999	NA
39396	39396|FCC000635913	s	Single known date/probable date	uuuu	NA
397129	397129|FCC006585132	s	Single known date/probable date	uuuu	NA
400224	400224|FCC000786464	d	Continuing resource ceased publication	19uu 1999	NA
403422	FCC018858796|403422|FCC000109717	q	Questionable date	198u	NA
407295	407295|FCC000790358	s	Single known date/probable date	uuuu	NA
412172	412172|FCC000793187	s	Single known date/probable date	uuuu	NA
412315	412315|FCC002976968	s	Single known date/probable date	uuuu	NA
414787	FCC000794650|414787	d	Continuing resource ceased publication	1944 1900	NA
418582	418582|FCC000796867	d	Continuing resource ceased publication	1985 1984	NA
422117	422117|FCC000798873	s	Single known date/probable date	uuuu	NA
425531	425531|FCC006532407	s	Single known date/probable date	uuuu	NA
42765	42765|FCC000636781	s	Single known date/probable date	uuuu	NA
428357	428357|FCC000802160	s	Single known date/probable date	uuuu	NA
429906	429906|FCC000802849	s	Single known date/probable date	uuuu	NA
430509	430509|FCC006572704	s	Single known date/probable date	uuuu	NA
431704	431704|FCC006588849	s	Single known date/probable date	uuuu	NA
435070	435070|FCC006589642	s	Single known date/probable date	uuuu	NA
435907	435907|FCC000805428	s	Single known date/probable date	uuuu	NA
437456	437456|FCC002591329	s	Single known date/probable date	uuuu	NA
438561	438561|FCC000806610	d	Continuing resource ceased publication	19uu 2004	NA
439287	439287|FCC000807030	d	Continuing resource ceased publication	19uu 1996	NA
43945	43945|FCC000637030	s	Single known date/probable date	uuuu	NA
439462	FCC000807123|439462	c	Continuing resource currently published	19uu 9999	NA
440481	440481|FCC000807692	s	Single known date/probable date	uuuu	NA
441108	441108|FCC006590867	s	Single known date/probable date	uuuu	NA
442330	442330|FCC000808629	s	Single known date/probable date	uuuu	NA
451574	451574|FCC003244788	c	Continuing resource currently published	199u 9999	NA
452406	452406|FCC000814214	d	Continuing resource ceased publication	1912 1900	NA
453095	453095|FCC012191912	s	Single known date/probable date	uuuu	NA
453940	453940|FCC006591947	s	Single known date/probable date	uuuu	NA
454483	FCC017560417|FCC000815339|454483	q	Questionable date	19uu	NA
462363	462363|FCC000819198	s	Single known date/probable date	uuuu	NA
463005	463005|FCC000819482	s	Single known date/probable date	uuuu	NA
466058	466058|FCC000820958	s	Single known date/probable date	uuuu	NA
468350	468350|FCC000822172	d	Continuing resource ceased publication	1914 1900	NA
469274	469274|FCC011523291	s	Single known date/probable date	uuuu	NA
472585	472585|FCC000824305	s	Single known date/probable date	uuuu	NA
473073	473073|FCC011460212	s	Single known date/probable date	uuuu	NA
490377	490377|FCC006423398	s	Single known date/probable date	uuuu	NA
490999	490999|FCC000833583	d	Continuing resource ceased publication	1924 1900	NA
492744	FCC000834400|492744	d	Continuing resource ceased publication	1926 1925	NA
493847	493847|FCC006596040	s	Single known date/probable date	uuuu	NA
493960	493960|FCC000834984	s	Single known date/probable date	uuuu	NA
497969	497969|FCC002981388	r	Reprint/reissue date and original date	uuuu	NA
49996	49996|FCC000638069	s	Single known date/probable date	uuuu	NA
506211	506211|FCC000841135	s	Single known date/probable date	uuuu	NA
52167	52167|FCC000638364	r	Reprint/reissue date and original date	uuuu	NA
526629	526629|FCC000851118	d	Continuing resource ceased publication	19uu 1969	NA
532894	532894|FCC006599979	s	Single known date/probable date	uuuu	NA
539565	539565|FCC000856750	d	Continuing resource ceased publication	1997 1996	NA
5423739		m	Multiple dates	    	NA
5427351		m	Multiple dates	    	NA
5427567		m	Multiple dates	    	NA
5427799		m	Multiple dates	    	NA
5427866		m	Multiple dates	    	NA
5427999		m	Multiple dates	    	NA
5428252		m	Multiple dates	    	NA
5428403		m	Multiple dates	    	NA
5428868		m	Multiple dates	    	NA
5461948		m	Multiple dates	    	NA
5463160		m	Multiple dates	    	NA
5464334		s	Single known date/probable date	    	NA
5464368		s	Single known date/probable date	    	NA
5464377		s	Single known date/probable date	    	NA
5464395		s	Single known date/probable date	    	NA
5467540		s	Single known date/probable date	    	NA
5468256		m	Multiple dates	    	NA
5468288		m	Multiple dates	    	NA
5468297		m	Multiple dates	    	NA
5468301		m	Multiple dates	    	NA
5468304		m	Multiple dates	    	NA
5468309		m	Multiple dates	    	NA
5468311		m	Multiple dates	    	NA
5468313		m	Multiple dates	    	NA
5468315		m	Multiple dates	    	NA
5468320		m	Multiple dates	    	NA
5468322		m	Multiple dates	    	NA
5468324		m	Multiple dates	    	NA
5468325		m	Multiple dates	    	NA
5468342		m	Multiple dates	    	NA
5468345		m	Multiple dates	    	NA
5468347		m	Multiple dates	    	NA
5468349		m	Multiple dates	    	NA
5468350		m	Multiple dates	    	NA
5468352		m	Multiple dates	    	NA
5468354		m	Multiple dates	    	NA
5468358		m	Multiple dates	    	NA
5468360		m	Multiple dates	    	NA
5468361		m	Multiple dates	    	NA
5468362		m	Multiple dates	    	NA
5468369		m	Multiple dates	    	NA
5468374		m	Multiple dates	    	NA
5472631		m	Multiple dates	    	NA
5472637		m	Multiple dates	    	NA
5472638		m	Multiple dates	    	NA
5472639		m	Multiple dates	    	NA
5472640		m	Multiple dates	    	NA
5472641		m	Multiple dates	    	NA
5472642		m	Multiple dates	    	NA
5472643		m	Multiple dates	    	NA
5472644		m	Multiple dates	    	NA
5472645		m	Multiple dates	    	NA
5472646		m	Multiple dates	    	NA
5472647		m	Multiple dates	    	NA
5472648		m	Multiple dates	    	NA
5472649		m	Multiple dates	    	NA
5472650		m	Multiple dates	    	NA
5472651		m	Multiple dates	    	NA
5472652		m	Multiple dates	    	NA
5472653		m	Multiple dates	    	NA
5473018		m	Multiple dates	    	NA
5473019		m	Multiple dates	    	NA
5473020		m	Multiple dates	    	NA
5473021		m	Multiple dates	    	NA
5473024		m	Multiple dates	    	NA
5473026		m	Multiple dates	    	NA
5473027		m	Multiple dates	    	NA
5473029		m	Multiple dates	    	NA
5473031		m	Multiple dates	    	NA
5473033		m	Multiple dates	    	NA
5473034		m	Multiple dates	    	NA
5473035		m	Multiple dates	    	NA
5473036		m	Multiple dates	    	NA
5473037		m	Multiple dates	    	NA
5473038		m	Multiple dates	    	NA
5473039		m	Multiple dates	    	NA
5473040		m	Multiple dates	    	NA
5473041		m	Multiple dates	    	NA
5473042		m	Multiple dates	    	NA
5473043		m	Multiple dates	    	NA
5473044		m	Multiple dates	    	NA
5473062		m	Multiple dates	    	NA
5473064		m	Multiple dates	    	NA
5473065		m	Multiple dates	    	NA
5473066		m	Multiple dates	    	NA
5473068		m	Multiple dates	    	NA
5473069		m	Multiple dates	    	NA
5473070		m	Multiple dates	    	NA
5473087		m	Multiple dates	    	NA
5473088		m	Multiple dates	    	NA
5473089		m	Multiple dates	    	NA
5473090		m	Multiple dates	    	NA
5473091		m	Multiple dates	    	NA
5473092		m	Multiple dates	    	NA
5473093		m	Multiple dates	    	NA
5473094		m	Multiple dates	    	NA
5473095		m	Multiple dates	    	NA
5473096		m	Multiple dates	    	NA
5473097		m	Multiple dates	    	NA
5473099		m	Multiple dates	    	NA
5473100		m	Multiple dates	    	NA
5473101		m	Multiple dates	    	NA
5473102		m	Multiple dates	    	NA
5473103		m	Multiple dates	    	NA
5473104		m	Multiple dates	    	NA
5473105		m	Multiple dates	    	NA
5473107		m	Multiple dates	    	NA
5473108		m	Multiple dates	    	NA
5473109		m	Multiple dates	    	NA
5473110		m	Multiple dates	    	NA
5473112		m	Multiple dates	    	NA
5473113		m	Multiple dates	    	NA
5473114		m	Multiple dates	    	NA
5473115		m	Multiple dates	    	NA
5473116		m	Multiple dates	    	NA
5473117		m	Multiple dates	    	NA
5473118		m	Multiple dates	    	NA
5473119		m	Multiple dates	    	NA
5473120		m	Multiple dates	    	NA
5473121		m	Multiple dates	    	NA
5473122		m	Multiple dates	    	NA
5473125		m	Multiple dates	    	NA
5473128		m	Multiple dates	    	NA
5473129		m	Multiple dates	    	NA
5473130		m	Multiple dates	    	NA
5473131		m	Multiple dates	    	NA
5473133		m	Multiple dates	    	NA
5473134		m	Multiple dates	    	NA
5473135		m	Multiple dates	    	NA
5473137		m	Multiple dates	    	NA
5473138		m	Multiple dates	    	NA
5473141		m	Multiple dates	    	NA
5473142		m	Multiple dates	    	NA
5473143		m	Multiple dates	    	NA
5473146		m	Multiple dates	    	NA
5473152		m	Multiple dates	    	NA
5473153		m	Multiple dates	    	NA
5473154		m	Multiple dates	    	NA
5473155		m	Multiple dates	    	NA
5473156		m	Multiple dates	    	NA
5473157		m	Multiple dates	    	NA
5473158		m	Multiple dates	    	NA
5473159		m	Multiple dates	    	NA
5473160		m	Multiple dates	    	NA
5473163		m	Multiple dates	    	NA
5473164		m	Multiple dates	    	NA
5473165		m	Multiple dates	    	NA
5473166		m	Multiple dates	    	NA
5473177		m	Multiple dates	    	NA
5473178		m	Multiple dates	    	NA
5473181		m	Multiple dates	    	NA
5473182		m	Multiple dates	    	NA
5473197		m	Multiple dates	    	NA
5473199		m	Multiple dates	    	NA
5473200		m	Multiple dates	    	NA
5473201		m	Multiple dates	    	NA
5473204		m	Multiple dates	    	NA
5473207		m	Multiple dates	    	NA
5473208		m	Multiple dates	    	NA
5473209		m	Multiple dates	    	NA
5473210		m	Multiple dates	    	NA
5473211		m	Multiple dates	    	NA
5473212		m	Multiple dates	    	NA
5473213		m	Multiple dates	    	NA
5473214		m	Multiple dates	    	NA
5473216		m	Multiple dates	    	NA
5473217		m	Multiple dates	    	NA
5473220		m	Multiple dates	    	NA
5473221		m	Multiple dates	    	NA
5473222		m	Multiple dates	    	NA
5473223		m	Multiple dates	    	NA
5473224		m	Multiple dates	    	NA
5473225		m	Multiple dates	    	NA
5473226		m	Multiple dates	    	NA
5473227		m	Multiple dates	    	NA
5473228		m	Multiple dates	    	NA
5473229		m	Multiple dates	    	NA
5473230		m	Multiple dates	    	NA
5473231		m	Multiple dates	    	NA
5473232		m	Multiple dates	    	NA
5473233		m	Multiple dates	    	NA
5473234		m	Multiple dates	    	NA
5473235		m	Multiple dates	    	NA
5473236		m	Multiple dates	    	NA
5473237		m	Multiple dates	    	NA
5473238		m	Multiple dates	    	NA
5473239		m	Multiple dates	    	NA
5473240		m	Multiple dates	    	NA
5473241		m	Multiple dates	    	NA
5473242		m	Multiple dates	    	NA
5473244		m	Multiple dates	    	NA
5473245		m	Multiple dates	    	NA
5473246		m	Multiple dates	    	NA
5473273		m	Multiple dates	    	NA
5473275		m	Multiple dates	    	NA
5473277		m	Multiple dates	    	NA
5473278		m	Multiple dates	    	NA
5473279		m	Multiple dates	    	NA
5473282		m	Multiple dates	    	NA
5473283		m	Multiple dates	    	NA
5473285		m	Multiple dates	    	NA
5473300		m	Multiple dates	    	NA
5473304		m	Multiple dates	    	NA
5473306		m	Multiple dates	    	NA
5473307		m	Multiple dates	    	NA
5473308		m	Multiple dates	    	NA
5473309		m	Multiple dates	    	NA
5473310		m	Multiple dates	    	NA
5473311		m	Multiple dates	    	NA
5473313		m	Multiple dates	    	NA
5473364		m	Multiple dates	    	NA
5473365		m	Multiple dates	    	NA
5473368		m	Multiple dates	    	NA
5473372		m	Multiple dates	    	NA
5473373		m	Multiple dates	    	NA
5473374		m	Multiple dates	    	NA
5473375		m	Multiple dates	    	NA
5473395		m	Multiple dates	    	NA
5473396		m	Multiple dates	    	NA
5473397		m	Multiple dates	    	NA
5473399		m	Multiple dates	    	NA
5473402		m	Multiple dates	    	NA
5473403		m	Multiple dates	    	NA
5473422		m	Multiple dates	    	NA
5473423		m	Multiple dates	    	NA
5473424		m	Multiple dates	    	NA
5473425		m	Multiple dates	    	NA
5473431		m	Multiple dates	    	NA
5473458		m	Multiple dates	    	NA
5473459		m	Multiple dates	    	NA
5473461		m	Multiple dates	    	NA
5473462		m	Multiple dates	    	NA
5473463		m	Multiple dates	    	NA
5473464		m	Multiple dates	    	NA
5473466		m	Multiple dates	    	NA
5473467		m	Multiple dates	    	NA
5473468		m	Multiple dates	    	NA
5473469		m	Multiple dates	    	NA
5473470		m	Multiple dates	    	NA
5473471		m	Multiple dates	    	NA
5473472		m	Multiple dates	    	NA
5473473		m	Multiple dates	    	NA
5473474		m	Multiple dates	    	NA
5473475		m	Multiple dates	    	NA
5473476		m	Multiple dates	    	NA
5473477		m	Multiple dates	    	NA
5473478		m	Multiple dates	    	NA
5473479		m	Multiple dates	    	NA
5473481		m	Multiple dates	    	NA
5473482		m	Multiple dates	    	NA
5473483		m	Multiple dates	    	NA
5473484		m	Multiple dates	    	NA
5473485		m	Multiple dates	    	NA
5473486		m	Multiple dates	    	NA
5473487		m	Multiple dates	    	NA
5473488		m	Multiple dates	    	NA
5473489		m	Multiple dates	    	NA
5473490		m	Multiple dates	    	NA
5473491		m	Multiple dates	    	NA
5473492		m	Multiple dates	    	NA
5473493		m	Multiple dates	    	NA
5473494		m	Multiple dates	    	NA
5473495		m	Multiple dates	    	NA
5473498		m	Multiple dates	    	NA
5473499		m	Multiple dates	    	NA
5473500		m	Multiple dates	    	NA
5473501		m	Multiple dates	    	NA
5473502		m	Multiple dates	    	NA
5473503		m	Multiple dates	    	NA
5473504		m	Multiple dates	    	NA
5473505		m	Multiple dates	    	NA
5473508		m	Multiple dates	    	NA
5473509		m	Multiple dates	    	NA
5473510		m	Multiple dates	    	NA
5473516		m	Multiple dates	    	NA
5473517		m	Multiple dates	    	NA
5473518		m	Multiple dates	    	NA
5473519		m	Multiple dates	    	NA
5473520		m	Multiple dates	    	NA
5473521		m	Multiple dates	    	NA
5473522		m	Multiple dates	    	NA
5473523		m	Multiple dates	    	NA
5473524		m	Multiple dates	    	NA
5473525		m	Multiple dates	    	NA
5473526		m	Multiple dates	    	NA
5473527		m	Multiple dates	    	NA
5473528		m	Multiple dates	    	NA
5473529		m	Multiple dates	    	NA
5473530		m	Multiple dates	    	NA
5473532		m	Multiple dates	    	NA
5473533		m	Multiple dates	    	NA
5473534		m	Multiple dates	    	NA
5473535		m	Multiple dates	    	NA
5473536		m	Multiple dates	    	NA
5473537		m	Multiple dates	    	NA
5473538		m	Multiple dates	    	NA
5473539		m	Multiple dates	    	NA
5473540		m	Multiple dates	    	NA
5473541		m	Multiple dates	    	NA
5473542		m	Multiple dates	    	NA
5473543		m	Multiple dates	    	NA
5473544		m	Multiple dates	    	NA
5473548		m	Multiple dates	    	NA
5473549		m	Multiple dates	    	NA
5473550		m	Multiple dates	    	NA
5473551		m	Multiple dates	    	NA
5473552		m	Multiple dates	    	NA
5473553		m	Multiple dates	    	NA
5473554		m	Multiple dates	    	NA
5473555		m	Multiple dates	    	NA
5473556		m	Multiple dates	    	NA
5473558		m	Multiple dates	    	NA
5473559		m	Multiple dates	    	NA
5473560		m	Multiple dates	    	NA
5473562		m	Multiple dates	    	NA
5473563		m	Multiple dates	    	NA
5473564		m	Multiple dates	    	NA
5473565		m	Multiple dates	    	NA
5473566		m	Multiple dates	    	NA
5473568		m	Multiple dates	    	NA
5473569		m	Multiple dates	    	NA
5473570		m	Multiple dates	    	NA
5473571		m	Multiple dates	    	NA
5473572		m	Multiple dates	    	NA
5473573		m	Multiple dates	    	NA
5473574		m	Multiple dates	    	NA
5473575		m	Multiple dates	    	NA
5473576		m	Multiple dates	    	NA
5473577		m	Multiple dates	    	NA
5473579		m	Multiple dates	    	NA
5473580		m	Multiple dates	    	NA
5473581		m	Multiple dates	    	NA
5473582		m	Multiple dates	    	NA
5473583		m	Multiple dates	    	NA
5474520		m	Multiple dates	    	NA
5474770		m	Multiple dates	    	NA
5474785		m	Multiple dates	    	NA
5474788		m	Multiple dates	    	NA
5474791		m	Multiple dates	    	NA
5474795		m	Multiple dates	    	NA
5475242		m	Multiple dates	    	NA
5475328		m	Multiple dates	    	NA
548761	548761|FCC000860992	s	Single known date/probable date	uuuu	NA
559069	559069|FCC006602913	d	Continuing resource ceased publication	1911 1908	NA
561384	561384|FCC006603131	s	Single known date/probable date	uuuu	NA
563468	563468|FCC004986905	s	Single known date/probable date	uuuu	NA
564699	564699|FCC000868628	s	Single known date/probable date	uuuu	NA
58034	58034|FCC000639661	s	Single known date/probable date	uuuu	NA
585207	585207|FCC000878050	s	Single known date/probable date	uuuu	NA
58864	58864|FCC001030548	s	Single known date/probable date	uuuu	NA
588870	FCC000879978|588870	d	Continuing resource ceased publication	1906 1900	NA
596034	596034|FCC000883656	q	Questionable date	175u	NA
599288	599288|FCC006606092	s	Single known date/probable date	uuuu	NA
599848	599848|FCC004992652	s	Single known date/probable date	uuuu	NA
6000658		s	Single known date/probable date	uuuu	NA
603181	603181|FCC000888622	q	Questionable date	200u	NA
603638	603638|FCC011514847	s	Single known date/probable date	uuuu	NA
610233	610233|FCC000892563	c	Continuing resource currently published	uuuu 9999	NA
620789	620789|FCC000897350	q	Questionable date	uuuu	NA
632662	632662|FCC000903958	q	Questionable date	uuuu	NA
633308	633308|FCC006422498	s	Single known date/probable date	uuuu	NA
637142	637142|FCC000906666	c	Continuing resource currently published	199u 9999	NA
637911	637911|FCC006607016	s	Single known date/probable date	uuuu	NA
639830	639830|FCC000907822	d	Continuing resource ceased publication	1987 1986	NA
644017	644017|FCC006607268	s	Single known date/probable date	uuuu	NA
644354	644354|FCC000909490	s	Single known date/probable date	uuuu	NA
65106	65106|FCC000641693	s	Single known date/probable date	uuuu	NA
652203	652203|FCC000913099	r	Reprint/reissue date and original date	uuuu	NA
660621	660621|FCC002970990	s	Single known date/probable date	uuuu	NA
668419	668419|FCC000920116	s	Single known date/probable date	uuuu	NA
669786	669786|FCC000920582	s	Single known date/probable date	uuuu	NA
672000	672000|FCC000921511	s	Single known date/probable date	uuuu	NA
680623	680623|FCC000924830	r	Reprint/reissue date and original date	uuuu	NA
693385	693385|FCC005020006	s	Single known date/probable date	uuuu	NA
699077	699077|FCC003016258	s	Single known date/probable date	uuuu	NA
702721	702721|FCC000931574	s	Single known date/probable date	uuuu	NA
713945	713945|FCC002981820	d	Continuing resource ceased publication	2002 2000	NA
714890	714890|FCC000276057	c	Continuing resource currently published	199u 9999	NA
716962	716962|FCC000935833	s	Single known date/probable date	uuuu	NA
718714	718714|FCC000936613	s	Single known date/probable date	uuuu	NA
719562	719562|FCC000936878	s	Single known date/probable date	uuuu	NA
720496	720496|FCC000937164	c	Continuing resource currently published	199u 9999	NA
727657	727657|FCC000939258	s	Single known date/probable date	uuuu	NA
731401	731401|FCC000940718	s	Single known date/probable date	uuuu	NA
746529	746529|FCC006571182	s	Single known date/probable date	uuuu	NA
748158	748158|FCC000946047	s	Single known date/probable date	uuuu	NA
754131	754131|FCC000947972	s	Single known date/probable date	uuuu	NA
755290	FCC000948306|755290	c	Continuing resource currently published	199u 9999	NA
762700	762700|FCC000950392	s	Single known date/probable date	uuuu	NA
763404	763404|FCC006610405	s	Single known date/probable date	uuuu	NA
770942	770942|FCC011515176	s	Single known date/probable date	uuuu	NA
778515	778515|FCC000955062	s	Single known date/probable date	uuuu	NA
781791	781791|FCC000376194	s	Single known date/probable date	uuuu	NA
782332	782332|FCC000491315	s	Single known date/probable date	uuuu	NA
790258	790258|FCC000958337	d	Continuing resource ceased publication	u    u   	NA
799710	FCC000491512|799710	d	Continuing resource ceased publication	1943 1941	NA
805955	805955|FCC000961882	s	Single known date/probable date	uuuu	NA
812432	812432|FCC006610953	s	Single known date/probable date	uuuu	NA
813462	813462|FCC006610966	s	Single known date/probable date	uuuu	NA
821839	821839|FCC000965713	s	Single known date/probable date	uuuu	NA
826692	826692|FCC005956041	s	Single known date/probable date	uuuu	NA
