melinda_id publication_year n
(FI-MELINDA)000767706 1906 1
(FI-MELINDA)000767850 1915 1
(FI-MELINDA)000767868 1863 1
(FI-MELINDA)000767869 1896 1
(FI-MELINDA)000767889 1881 1
(FI-MELINDA)000768002 1867 1
(FI-MELINDA)000768060 1915 1
(FI-MELINDA)000768207 1908 1
(FI-MELINDA)000768280 1905 1
(FI-MELINDA)000768298 1876 1
(FI-MELINDA)000768352 1888 1
(FI-MELINDA)000768380 1879 1
(FI-MELINDA)000768429 1884 1
(FI-MELINDA)000768431 1915 1
(FI-MELINDA)000768450 1897 1
(FI-MELINDA)000768451 1897 1
(FI-MELINDA)000768498 1917 1
(FI-MELINDA)000768524 1914 1
(FI-MELINDA)000768551 1916 1
(FI-MELINDA)000768581 1859 1
(FI-MELINDA)000768626 1897 1
(FI-MELINDA)000768978 1912 1
(FI-MELINDA)000770488 1901 1
(FI-MELINDA)000771368 1916 1
(FI-MELINDA)000771601 1907 1
(FI-MELINDA)000771640 1890 1
(FI-MELINDA)000771670 1907 1
(FI-MELINDA)000771707 1886 1
(FI-MELINDA)000771877 1863 1
(FI-MELINDA)000771957 1888 1
(FI-MELINDA)000771965 1877 1
(FI-MELINDA)000771978 1909 1
(FI-MELINDA)000772019 1890 1
(FI-MELINDA)000772046 1904 1
(FI-MELINDA)000772116 1881 1
(FI-MELINDA)000772212 1861 1
(FI-MELINDA)000772216 1863 1
(FI-MELINDA)000772218 1895 1
(FI-MELINDA)000772222 1881 1
(FI-MELINDA)000772358 1885 1
(FI-MELINDA)000772466 1917 1
(FI-MELINDA)000772478 1913 1
(FI-MELINDA)000773465 1915 1
(FI-MELINDA)000773549 1905 1
(FI-MELINDA)000773551 1883 1
(FI-MELINDA)000773680 1906 1
(FI-MELINDA)000773738 1886 1
(FI-MELINDA)000773774 1878 1
(FI-MELINDA)000773937 1912 1
(FI-MELINDA)000774023 1915 1
(FI-MELINDA)000774190 1910 1
(FI-MELINDA)000774214 1881 1
(FI-MELINDA)000774431 1899 1
(FI-MELINDA)000774468 1901 1
(FI-MELINDA)000774488 1914 1
(FI-MELINDA)000774517 1909 1
(FI-MELINDA)000774543 1903 1
(FI-MELINDA)000774551 1876 1
(FI-MELINDA)000774565 1917 1
(FI-MELINDA)000774604 1907 1
(FI-MELINDA)000774691 1909 1
(FI-MELINDA)000774715 1892 1
(FI-MELINDA)000775057 1887 1
(FI-MELINDA)000775078 1877 1
(FI-MELINDA)000775086 1917 1
(FI-MELINDA)000775089 1917 1
(FI-MELINDA)000775235 1907 1
(FI-MELINDA)000775236 1896 1
(FI-MELINDA)000775239 1889 1
(FI-MELINDA)000775249 1906 1
(FI-MELINDA)000775281 1916 1
(FI-MELINDA)000775284 1917 1
(FI-MELINDA)000775286 1913 1
(FI-MELINDA)000775826 1917 1
(FI-MELINDA)000776143 1894 1
(FI-MELINDA)000776211 1911 1
(FI-MELINDA)000776231 1866 1
(FI-MELINDA)000776340 1866 1
(FI-MELINDA)000776349 1873 1
(FI-MELINDA)000776605 1907 1
(FI-MELINDA)000776737 1891 1
(FI-MELINDA)000777283 1876 1
(FI-MELINDA)000777284 1916 1
(FI-MELINDA)000777285 1861 1
(FI-MELINDA)000777300 1907 1
(FI-MELINDA)000777354 1916 1
(FI-MELINDA)000777419 1913 1
(FI-MELINDA)000777737 1883 1
(FI-MELINDA)000777883 1906 1
(FI-MELINDA)000777892 1894 1
(FI-MELINDA)000777898 1882 1
(FI-MELINDA)000778178 1882 1
(FI-MELINDA)000778204 1890 1
(FI-MELINDA)000778338 1916 1
(FI-MELINDA)000778381 1901 1
(FI-MELINDA)000778442 1870 1
(FI-MELINDA)000778593 1916 1
(FI-MELINDA)000778877 1874 1
(FI-MELINDA)000778924 1906 1
(FI-MELINDA)000778936 1863 1
(FI-MELINDA)000778938 1905 1
(FI-MELINDA)000779062 1877 1
(FI-MELINDA)000779279 1914 1
(FI-MELINDA)000779289 1878 1
(FI-MELINDA)000779394 1908 1
(FI-MELINDA)000779493 1888 1
(FI-MELINDA)000779518 1884 1
(FI-MELINDA)000779520 1901 1
(FI-MELINDA)000779767 1917 1
(FI-MELINDA)000780023 1891 1
(FI-MELINDA)000780146 1913 1
(FI-MELINDA)000780177 1880 1
(FI-MELINDA)000780206 1875 1
(FI-MELINDA)000780222 1823 1
(FI-MELINDA)000780296 1870 1
(FI-MELINDA)000780315 1895 1
(FI-MELINDA)000780346 1873 1
(FI-MELINDA)000780350 1868 1
(FI-MELINDA)000780531 1883 1
(FI-MELINDA)000781927 1901 1
(FI-MELINDA)000782214 1913 1
(FI-MELINDA)000783403 1899 1
(FI-MELINDA)000783650 1908 1
(FI-MELINDA)000783726 1910 1
(FI-MELINDA)000783853 1911 1
(FI-MELINDA)000784746 1901 1
(FI-MELINDA)000784815 1889 1
(FI-MELINDA)000785574 1901 1
(FI-MELINDA)000787316 1916 1
(FI-MELINDA)000788347 1905 1
(FI-MELINDA)000788502 1916 1
(FI-MELINDA)000789277 1912 1
(FI-MELINDA)000789470 1911 1
(FI-MELINDA)000790129 1916 1
(FI-MELINDA)000790363 1911 1
(FI-MELINDA)000791122 1916 1
(FI-MELINDA)000791131 1913 1
(FI-MELINDA)000792800 1914 1
(FI-MELINDA)000793396 1916 1
(FI-MELINDA)000793529 1898 1
(FI-MELINDA)000793540 1898 1
(FI-MELINDA)000793554 1898 1
(FI-MELINDA)000794201 1910 1
(FI-MELINDA)000794637 1901 1
(FI-MELINDA)000794776 1907 1
(FI-MELINDA)000796131 1914 1
(FI-MELINDA)000796190 1917 1
(FI-MELINDA)000796603 1891 1
(FI-MELINDA)000799081 1915 1
(FI-MELINDA)000799929 1912 1
(FI-MELINDA)000800382 1900 1
(FI-MELINDA)000800471 1906 1
(FI-MELINDA)000800881 1915 1
(FI-MELINDA)000803794 1874 1
(FI-MELINDA)000803795 1865 1
(FI-MELINDA)000805363 1910 1
(FI-MELINDA)000805398 1917 1
(FI-MELINDA)000805627 1906 1
(FI-MELINDA)000805797 1908 1
(FI-MELINDA)000806050 1907 1
(FI-MELINDA)000806428 1840 1
(FI-MELINDA)000806432 1841 1
(FI-MELINDA)000811167 1913 1
(FI-MELINDA)000811569 1913 1
(FI-MELINDA)000812660 1914 1
(FI-MELINDA)000813644 1888 1
(FI-MELINDA)000813682 1916 1
(FI-MELINDA)000814034 1917 1
(FI-MELINDA)000816559 1915 1
(FI-MELINDA)000816564 1902 1
(FI-MELINDA)000816646 1911 1
(FI-MELINDA)000816745 1915 1
(FI-MELINDA)000816781 1916 1
(FI-MELINDA)000819666 1901 1
(FI-MELINDA)000819743 1915 1
(FI-MELINDA)000821112 1916 1
(FI-MELINDA)000821398 1903 1
(FI-MELINDA)000822842 1908 1
(FI-MELINDA)000823002 1913 1
(FI-MELINDA)000823032 1915 1
(FI-MELINDA)000823560 1916 1
(FI-MELINDA)000825027 1876 1
(FI-MELINDA)000825076 1897 1
(FI-MELINDA)000825078 1904 1
(FI-MELINDA)000825420 1913 1
(FI-MELINDA)000828010 1916 1
(FI-MELINDA)000828117 1916 1
(FI-MELINDA)000828616 1909 1
(FI-MELINDA)000828980 1904 1
(FI-MELINDA)000829049 1908 1
(FI-MELINDA)000829395 1901 1
(FI-MELINDA)000830237 1912 1
(FI-MELINDA)000830705 1905 1
(FI-MELINDA)000832361 1908 1
(FI-MELINDA)000832363 1910 1
(FI-MELINDA)000832371 1910 1
(FI-MELINDA)000832408 1910 1
(FI-MELINDA)000833329 1906 1
(FI-MELINDA)000833517 1904 1
(FI-MELINDA)000833767 1914 1
(FI-MELINDA)000834747 1908 1
(FI-MELINDA)000835474 1915 1
(FI-MELINDA)000836376 1911 1
(FI-MELINDA)000837052 1906 1
(FI-MELINDA)000837962 1894 1
(FI-MELINDA)000838111 1904 1
(FI-MELINDA)000838714 1916 1
(FI-MELINDA)000838728 1913 1
(FI-MELINDA)000838735 1916 1
(FI-MELINDA)000838796 1913 1
(FI-MELINDA)000838977 1907 1
(FI-MELINDA)000839240 1910 1
(FI-MELINDA)000839285 1916 1
(FI-MELINDA)000839479 1915 1
(FI-MELINDA)000839625 1908 1
(FI-MELINDA)000839638 1916 1
(FI-MELINDA)000839978 1869 1
(FI-MELINDA)000840369 1916 1
(FI-MELINDA)000840677 1912 1
(FI-MELINDA)000840732 1853 1
(FI-MELINDA)000841029 1916 1
(FI-MELINDA)000841571 1909 1
(FI-MELINDA)000841736 1910 1
(FI-MELINDA)000842010 1908 1
(FI-MELINDA)000843013 1909 1
(FI-MELINDA)000843061 1912 1
(FI-MELINDA)000843309 1912 1
(FI-MELINDA)000843443 1917 1
(FI-MELINDA)000843758 1917 1
(FI-MELINDA)000844276 1913 1
(FI-MELINDA)000844301 1879 1
(FI-MELINDA)000844314 1916 1
(FI-MELINDA)000844366 1897 1
(FI-MELINDA)000844440 1916 1
(FI-MELINDA)000844584 1890 1
(FI-MELINDA)000844600 1902 1
(FI-MELINDA)000844618 1912 1
(FI-MELINDA)000844907 1911 1
(FI-MELINDA)000844929 1908 1
(FI-MELINDA)000845422 1917 1
(FI-MELINDA)000845482 1917 1
(FI-MELINDA)000845565 1912 1
(FI-MELINDA)000845666 1911 1
(FI-MELINDA)000845894 1917 1
(FI-MELINDA)000845895 1917 1
(FI-MELINDA)000845897 1917 1
(FI-MELINDA)000845900 1917 1
(FI-MELINDA)000846147 1916 1
(FI-MELINDA)000846179 1911 1
(FI-MELINDA)000846271 1913 1
(FI-MELINDA)000846288 1916 1
(FI-MELINDA)000846427 1916 1
(FI-MELINDA)000846460 1905 1
(FI-MELINDA)000846812 1913 1
(FI-MELINDA)000846874 1907 1
(FI-MELINDA)000847200 1914 1
(FI-MELINDA)000847201 1914 1
(FI-MELINDA)000847464 1910 1
(FI-MELINDA)000847712 1916 1
(FI-MELINDA)000847867 1917 1
(FI-MELINDA)000848174 1915 1
(FI-MELINDA)000848316 1907 1
(FI-MELINDA)000848464 1910 1
(FI-MELINDA)000848606 1915 1
(FI-MELINDA)000848698 1911 1
(FI-MELINDA)000848891 1912 1
(FI-MELINDA)000848907 1889 1
(FI-MELINDA)000849133 1917 1
(FI-MELINDA)000849188 1899 1
(FI-MELINDA)000849198 1911 1
(FI-MELINDA)000849210 1910 1
(FI-MELINDA)000849224 1908 1
(FI-MELINDA)000849231 1916 1
(FI-MELINDA)000849279 1901 1
(FI-MELINDA)000849280 1908 1
(FI-MELINDA)000849327 1914 1
(FI-MELINDA)000849750 1911 1
(FI-MELINDA)000850286 1916 1
(FI-MELINDA)000850605 1903 1
(FI-MELINDA)000850847 1878 1
(FI-MELINDA)000851178 1916 1
(FI-MELINDA)000851191 1917 1
(FI-MELINDA)000851220 1916 1
(FI-MELINDA)000851663 1907 1
(FI-MELINDA)000851799 1914 1
(FI-MELINDA)000852045 1913 1
(FI-MELINDA)000852246 1906 1
(FI-MELINDA)000852257 1917 1
(FI-MELINDA)000852374 1907 1
(FI-MELINDA)000852455 1915 1
(FI-MELINDA)000852524 1908 1
(FI-MELINDA)000853225 1912 1
(FI-MELINDA)000853443 1887 1
(FI-MELINDA)000853574 1916 1
(FI-MELINDA)000853747 1906 1
(FI-MELINDA)000854755 1904 1
(FI-MELINDA)000854857 1912 1
(FI-MELINDA)000855005 1903 1
(FI-MELINDA)000855056 1905 1
(FI-MELINDA)000855097 1911 1
(FI-MELINDA)000855140 1912 1
(FI-MELINDA)000855272 1891 1
(FI-MELINDA)000855313 1916 1
(FI-MELINDA)000855314 1909 1
(FI-MELINDA)000855369 1916 1
(FI-MELINDA)000855383 1913 1
(FI-MELINDA)000855565 1904 1
(FI-MELINDA)000855584 1909 1
(FI-MELINDA)000855677 1913 1
(FI-MELINDA)000855703 1910 1
(FI-MELINDA)000855708 1907 1
(FI-MELINDA)000855795 1917 1
(FI-MELINDA)000855807 1913 1
(FI-MELINDA)000855873 1916 1
(FI-MELINDA)000856479 1913 1
(FI-MELINDA)000857528 1911 1
(FI-MELINDA)000857828 1911 1
(FI-MELINDA)000857966 1914 1
(FI-MELINDA)000857992 1906 1
(FI-MELINDA)000858092 1913 1
(FI-MELINDA)000858189 1913 1
(FI-MELINDA)000858337 1889 1
(FI-MELINDA)000858724 1914 1
(FI-MELINDA)000858834 1916 1
(FI-MELINDA)000858931 1908 1
(FI-MELINDA)000858933 1917 1
(FI-MELINDA)000858997 1913 1
(FI-MELINDA)000859065 1898 1
(FI-MELINDA)000859403 1907 1
(FI-MELINDA)000859534 1914 1
(FI-MELINDA)000859537 1915 1
(FI-MELINDA)000859729 1886 1
(FI-MELINDA)000860005 1910 1
(FI-MELINDA)000860154 1907 1
(FI-MELINDA)000860284 1914 1
(FI-MELINDA)000860353 1911 1
(FI-MELINDA)000860439 1908 1
(FI-MELINDA)000860542 1916 1
(FI-MELINDA)000860796 1914 1
(FI-MELINDA)000860917 1912 1
(FI-MELINDA)000860934 1916 1
(FI-MELINDA)000861026 1886 1
(FI-MELINDA)000861035 1914 1
(FI-MELINDA)000861351 1911 1
(FI-MELINDA)000861359 1899 1
(FI-MELINDA)000861366 1915 1
(FI-MELINDA)000861375 1910 1
(FI-MELINDA)000861648 1913 1
(FI-MELINDA)000861672 1917 1
(FI-MELINDA)000861777 1911 1
(FI-MELINDA)000861917 1916 1
(FI-MELINDA)000861993 1896 1
(FI-MELINDA)000862040 1910 1
(FI-MELINDA)000862113 1883 1
(FI-MELINDA)000862291 1906 1
(FI-MELINDA)000862295 1917 1
(FI-MELINDA)000862306 1902 1
(FI-MELINDA)000862331 1909 1
(FI-MELINDA)000862513 1913 1
(FI-MELINDA)000862646 1912 1
(FI-MELINDA)000862653 1908 1
(FI-MELINDA)000862688 1907 1
(FI-MELINDA)000862774 1886 1
(FI-MELINDA)000862808 1915 1
(FI-MELINDA)000862864 1897 1
(FI-MELINDA)000862866 1915 1
(FI-MELINDA)000862979 1917 1
(FI-MELINDA)000862987 1912 1
(FI-MELINDA)000863103 1917 1
(FI-MELINDA)000863268 1915 1
(FI-MELINDA)000863294 1907 1
(FI-MELINDA)000863391 1911 1
(FI-MELINDA)000863417 1907 1
(FI-MELINDA)000863432 1911 1
(FI-MELINDA)000863448 1909 1
(FI-MELINDA)000863530 1910 1
(FI-MELINDA)000863857 1908 1
(FI-MELINDA)000863871 1908 1
(FI-MELINDA)000863957 1917 1
(FI-MELINDA)000863963 1917 1
(FI-MELINDA)000863969 1875 1
(FI-MELINDA)000863978 1916 1
(FI-MELINDA)000864020 1908 1
(FI-MELINDA)000864065 1911 1
(FI-MELINDA)000864151 1914 1
(FI-MELINDA)000864205 1915 1
(FI-MELINDA)000864209 1906 1
(FI-MELINDA)000864218 1913 1
(FI-MELINDA)000864279 1906 1
(FI-MELINDA)000864339 1917 1
(FI-MELINDA)000864371 1906 1
(FI-MELINDA)000864374 1916 1
(FI-MELINDA)000864416 1915 1
(FI-MELINDA)000864485 1917 1
(FI-MELINDA)000864490 1912 1
(FI-MELINDA)000864491 1912 1
(FI-MELINDA)000864494 1912 1
(FI-MELINDA)000864499 1899 1
(FI-MELINDA)000864565 1912 1
(FI-MELINDA)000864587 1912 1
(FI-MELINDA)000864686 1916 1
(FI-MELINDA)000864688 1917 1
(FI-MELINDA)000864692 1913 1
(FI-MELINDA)000864696 1906 1
(FI-MELINDA)000864698 1906 1
(FI-MELINDA)000864699 1901 1
(FI-MELINDA)000864707 1917 1
(FI-MELINDA)000864730 1915 1
(FI-MELINDA)000864732 1917 1
(FI-MELINDA)000864743 1915 1
(FI-MELINDA)000864749 1878 1
(FI-MELINDA)000864774 1909 1
(FI-MELINDA)000864782 1860 1
(FI-MELINDA)000864790 1917 1
(FI-MELINDA)000864818 1909 1
(FI-MELINDA)000864827 1915 1
(FI-MELINDA)000864828 1916 1
(FI-MELINDA)000864833 1916 1
(FI-MELINDA)000864834 1916 1
(FI-MELINDA)000864835 1917 1
(FI-MELINDA)000864839 1914 1
(FI-MELINDA)000864843 1914 1
(FI-MELINDA)000864877 1916 1
(FI-MELINDA)000864883 1907 1
(FI-MELINDA)000864918 1911 1
(FI-MELINDA)000864923 1912 1
(FI-MELINDA)000864930 1888 1
(FI-MELINDA)000864946 1904 1
(FI-MELINDA)000864949 1912 1
(FI-MELINDA)000864959 1914 1
(FI-MELINDA)000864960 1914 1
(FI-MELINDA)000864961 1911 1
(FI-MELINDA)000864963 1908 1
(FI-MELINDA)000864975 1911 1
(FI-MELINDA)000864977 1910 1
(FI-MELINDA)000865067 1916 1
(FI-MELINDA)000865221 1911 1
(FI-MELINDA)000865223 1917 1
(FI-MELINDA)000865268 1907 1
(FI-MELINDA)000865277 1894 1
(FI-MELINDA)000865351 1906 1
(FI-MELINDA)000865366 1907 1
(FI-MELINDA)000865401 1885 1
(FI-MELINDA)000865423 1906 1
(FI-MELINDA)000865426 1917 1
(FI-MELINDA)000865427 1913 1
(FI-MELINDA)000865432 1917 1
(FI-MELINDA)000865439 1917 1
(FI-MELINDA)000865487 1908 1
(FI-MELINDA)000865523 1914 1
(FI-MELINDA)000865525 1915 1
(FI-MELINDA)000865534 1914 1
(FI-MELINDA)000865615 1910 1
(FI-MELINDA)000865619 1917 1
(FI-MELINDA)000865621 1911 1
(FI-MELINDA)000865625 1916 1
(FI-MELINDA)000865629 1917 1
(FI-MELINDA)000865677 1917 1
(FI-MELINDA)000865681 1915 1
(FI-MELINDA)000865708 1912 1
(FI-MELINDA)000865752 1906 1
(FI-MELINDA)000865758 1906 1
(FI-MELINDA)000865761 1908 1
(FI-MELINDA)000865769 1906 1
(FI-MELINDA)000865786 1906 1
(FI-MELINDA)000865789 1907 1
(FI-MELINDA)000865798 1901 1
(FI-MELINDA)000865800 1877 1
(FI-MELINDA)000865807 1899 1
(FI-MELINDA)000865812 1907 1
(FI-MELINDA)000865837 1906 1
(FI-MELINDA)000865840 1907 1
(FI-MELINDA)000865856 1906 1
(FI-MELINDA)000865860 1905 1
(FI-MELINDA)000865886 1906 1
(FI-MELINDA)000865887 1909 1
(FI-MELINDA)000865888 1906 1
(FI-MELINDA)000865902 1906 1
(FI-MELINDA)000865933 1906 1
(FI-MELINDA)000866014 1906 1
(FI-MELINDA)000866418 1914 1
(FI-MELINDA)000866468 1906 1
(FI-MELINDA)000866580 1917 1
(FI-MELINDA)000866684 1909 1
(FI-MELINDA)000866708 1902 1
(FI-MELINDA)000866709 1912 1
(FI-MELINDA)000866710 1911 1
(FI-MELINDA)000866721 1914 1
(FI-MELINDA)000866740 1914 1
(FI-MELINDA)000866796 1899 1
(FI-MELINDA)000866804 1909 1
(FI-MELINDA)000866832 1908 1
(FI-MELINDA)000866878 1911 1
(FI-MELINDA)000866885 1913 1
(FI-MELINDA)000866896 1913 1
(FI-MELINDA)000866899 1911 1
(FI-MELINDA)000867285 1908 1
(FI-MELINDA)000868335 1906 1
(FI-MELINDA)000868902 1894 1
(FI-MELINDA)000868966 1909 1
(FI-MELINDA)000869000 1917 1
(FI-MELINDA)000869008 1912 1
(FI-MELINDA)000869049 1903 1
(FI-MELINDA)000869050 1909 1
(FI-MELINDA)000869051 1909 1
(FI-MELINDA)000869053 1910 1
(FI-MELINDA)000869054 1855 1
(FI-MELINDA)000869055 1902 1
(FI-MELINDA)000869074 1910 1
(FI-MELINDA)000869180 1903 1
(FI-MELINDA)000869187 1906 1
(FI-MELINDA)000869216 1908 1
(FI-MELINDA)000869253 1909 1
(FI-MELINDA)000869390 1896 1
(FI-MELINDA)000869394 1916 1
(FI-MELINDA)000869419 1913 1
(FI-MELINDA)000869429 1901 1
(FI-MELINDA)000869477 1903 1
(FI-MELINDA)000869483 1912 1
(FI-MELINDA)000869484 1912 1
(FI-MELINDA)000869486 1900 1
(FI-MELINDA)000869487 1900 1
(FI-MELINDA)000869489 1914 1
(FI-MELINDA)000869490 1909 1
(FI-MELINDA)000869521 1909 1
(FI-MELINDA)000869569 1909 1
(FI-MELINDA)000869571 1908 1
(FI-MELINDA)000869583 1915 1
(FI-MELINDA)000869586 1909 1
(FI-MELINDA)000869587 1898 1
(FI-MELINDA)000869596 1912 1
(FI-MELINDA)000869621 1917 1
(FI-MELINDA)000869624 1916 1
(FI-MELINDA)000869667 1909 1
(FI-MELINDA)000869675 1915 1
(FI-MELINDA)000869680 1890 1
(FI-MELINDA)000869702 1904 1
(FI-MELINDA)000869706 1900 1
(FI-MELINDA)000869716 1911 1
(FI-MELINDA)000869722 1912 1
(FI-MELINDA)000869724 1911 1
(FI-MELINDA)000869727 1906 1
(FI-MELINDA)000869764 1907 1
(FI-MELINDA)000869779 1911 1
(FI-MELINDA)000869844 1904 1
(FI-MELINDA)000869863 1904 1
(FI-MELINDA)000869864 1904 1
(FI-MELINDA)000869870 1910 1
(FI-MELINDA)000869895 1914 1
(FI-MELINDA)000869923 1912 1
(FI-MELINDA)000869928 1909 1
(FI-MELINDA)000869987 1908 1
(FI-MELINDA)000870023 1916 1
(FI-MELINDA)000870024 1907 1
(FI-MELINDA)000870046 1892 1
(FI-MELINDA)000870063 1911 1
(FI-MELINDA)000870094 1913 1
(FI-MELINDA)000870160 1897 1
(FI-MELINDA)000870208 1897 1
(FI-MELINDA)000870220 1906 1
(FI-MELINDA)000870230 1911 1
(FI-MELINDA)000870311 1913 1
(FI-MELINDA)000870316 1913 1
(FI-MELINDA)000870404 1914 1
(FI-MELINDA)000870412 1912 1
(FI-MELINDA)000870445 1909 1
(FI-MELINDA)000870447 1909 1
(FI-MELINDA)000870473 1900 1
(FI-MELINDA)000870478 1909 1
(FI-MELINDA)000870508 1913 1
(FI-MELINDA)000870526 1893 1
(FI-MELINDA)000870531 1891 1
(FI-MELINDA)000870532 1913 1
(FI-MELINDA)000870572 1903 1
(FI-MELINDA)000870576 1909 1
(FI-MELINDA)000870614 1902 1
(FI-MELINDA)000870615 1905 1
(FI-MELINDA)000870616 1902 1
(FI-MELINDA)000870617 1904 1
(FI-MELINDA)000870623 1915 1
(FI-MELINDA)000870624 1906 1
(FI-MELINDA)000870680 1910 1
(FI-MELINDA)000870681 1911 1
(FI-MELINDA)000870684 1912 1
(FI-MELINDA)000870687 1881 1
(FI-MELINDA)000870746 1912 1
(FI-MELINDA)000870755 1886 1
(FI-MELINDA)000870761 1899 1
(FI-MELINDA)000870769 1913 1
(FI-MELINDA)000870774 1914 1
(FI-MELINDA)000870777 1915 1
(FI-MELINDA)000870793 1896 1
(FI-MELINDA)000870794 1915 1
(FI-MELINDA)000870805 1906 1
(FI-MELINDA)000870866 1896 1
(FI-MELINDA)000870868 1915 1
(FI-MELINDA)000870872 1907 1
(FI-MELINDA)000870877 1915 1
(FI-MELINDA)000870894 1896 1
(FI-MELINDA)000870897 1915 1
(FI-MELINDA)000870930 1915 1
(FI-MELINDA)000870931 1909 1
(FI-MELINDA)000870936 1910 1
(FI-MELINDA)000870939 1908 1
(FI-MELINDA)000870941 1916 1
(FI-MELINDA)000870943 1876 1
(FI-MELINDA)000870951 1909 1
(FI-MELINDA)000870962 1906 1
(FI-MELINDA)000870966 1894 1
(FI-MELINDA)000870969 1906 1
(FI-MELINDA)000870976 1901 1
(FI-MELINDA)000871027 1898 1
(FI-MELINDA)000871035 1898 1
(FI-MELINDA)000871037 1898 1
(FI-MELINDA)000871040 1916 1
(FI-MELINDA)000871041 1893 1
(FI-MELINDA)000871063 1898 1
(FI-MELINDA)000871067 1899 1
(FI-MELINDA)000871071 1899 1
(FI-MELINDA)000871073 1899 1
(FI-MELINDA)000871105 1906 1
(FI-MELINDA)000871106 1909 1
(FI-MELINDA)000871154 1911 1
(FI-MELINDA)000871186 1917 1
(FI-MELINDA)000871193 1904 1
(FI-MELINDA)000871243 1916 1
(FI-MELINDA)000871277 1912 1
(FI-MELINDA)000871312 1912 1
(FI-MELINDA)000871608 1899 1
(FI-MELINDA)000871650 1906 1
(FI-MELINDA)000871651 1909 1
(FI-MELINDA)000871653 1882 1
(FI-MELINDA)000871654 1907 1
(FI-MELINDA)000871657 1894 1
(FI-MELINDA)000871658 1894 1
(FI-MELINDA)000871737 1891 1
(FI-MELINDA)000871738 1910 1
(FI-MELINDA)000871739 1912 1
(FI-MELINDA)000871829 1873 1
(FI-MELINDA)000871830 1897 1
(FI-MELINDA)000871831 1909 1
(FI-MELINDA)000871869 1903 1
(FI-MELINDA)000871973 1896 1
(FI-MELINDA)000871974 1896 1
(FI-MELINDA)000871975 1896 1
(FI-MELINDA)000872167 1903 1
(FI-MELINDA)000872177 1890 1
(FI-MELINDA)000872180 1912 1
(FI-MELINDA)000872181 1911 1
(FI-MELINDA)000872186 1907 1
(FI-MELINDA)000872187 1911 1
(FI-MELINDA)000872268 1903 1
(FI-MELINDA)000872270 1909 1
(FI-MELINDA)000872395 1911 1
(FI-MELINDA)000872413 1910 1
(FI-MELINDA)000872526 1914 1
(FI-MELINDA)000872530 1912 1
(FI-MELINDA)000872535 1912 1
(FI-MELINDA)000872538 1910 1
(FI-MELINDA)000872540 1910 1
(FI-MELINDA)000872541 1910 1
(FI-MELINDA)000872546 1908 1
(FI-MELINDA)000872593 1912 1
(FI-MELINDA)000872680 1909 1
(FI-MELINDA)000872814 1911 1
(FI-MELINDA)000872815 1897 1
(FI-MELINDA)000872832 1912 1
(FI-MELINDA)000872838 1909 1
(FI-MELINDA)000872840 1900 1
(FI-MELINDA)000872897 1915 1
(FI-MELINDA)000872915 1915 1
(FI-MELINDA)000872925 1911 1
(FI-MELINDA)000872932 1912 1
(FI-MELINDA)000872942 1912 1
(FI-MELINDA)000872946 1906 1
(FI-MELINDA)000872967 1906 1
(FI-MELINDA)000872970 1912 1
(FI-MELINDA)000872977 1909 1
(FI-MELINDA)000873309 1904 1
(FI-MELINDA)000873333 1908 1
(FI-MELINDA)000873367 1898 1
(FI-MELINDA)000873476 1899 1
(FI-MELINDA)000873496 1910 1
(FI-MELINDA)000873499 1913 1
(FI-MELINDA)000873539 1906 1
(FI-MELINDA)000873541 1906 1
(FI-MELINDA)000873548 1906 1
(FI-MELINDA)000873727 1912 1
(FI-MELINDA)000873728 1913 1
(FI-MELINDA)000873753 1901 1
(FI-MELINDA)000873815 1903 1
(FI-MELINDA)000873845 1908 1
(FI-MELINDA)000873854 1906 1
(FI-MELINDA)000874025 1909 1
(FI-MELINDA)000874027 1909 1
(FI-MELINDA)000874029 1908 1
(FI-MELINDA)000874031 1909 1
(FI-MELINDA)000874037 1906 1
(FI-MELINDA)000874040 1906 1
(FI-MELINDA)000874043 1902 1
(FI-MELINDA)000874045 1904 1
(FI-MELINDA)000874092 1911 1
(FI-MELINDA)000874109 1912 1
(FI-MELINDA)000874114 1905 1
(FI-MELINDA)000874118 1903 1
(FI-MELINDA)000874143 1916 1
(FI-MELINDA)000874144 1889 1
(FI-MELINDA)000874153 1899 1
(FI-MELINDA)000874175 1910 1
(FI-MELINDA)000874192 1917 1
(FI-MELINDA)000874196 1916 1
(FI-MELINDA)000874202 1907 1
(FI-MELINDA)000874229 1906 1
(FI-MELINDA)000874232 1906 1
(FI-MELINDA)000874367 1909 1
(FI-MELINDA)000874369 1907 1
(FI-MELINDA)000874381 1899 1
(FI-MELINDA)000874388 1900 1
(FI-MELINDA)000874392 1914 1
(FI-MELINDA)000874397 1863 1
(FI-MELINDA)000874453 1901 1
(FI-MELINDA)000874455 1901 1
(FI-MELINDA)000874465 1905 1
(FI-MELINDA)000874466 1906 1
(FI-MELINDA)000874467 1905 1
(FI-MELINDA)000874476 1905 1
(FI-MELINDA)000874477 1896 1
(FI-MELINDA)000874480 1908 1
(FI-MELINDA)000874486 1908 1
(FI-MELINDA)000874502 1896 1
(FI-MELINDA)000874503 1891 1
(FI-MELINDA)000874506 1891 1
(FI-MELINDA)000874509 1901 1
(FI-MELINDA)000874510 1902 1
(FI-MELINDA)000874511 1903 1
(FI-MELINDA)000874514 1906 1
