melinda_id publication_year n
(FI-MELINDA)000874520 1908 1
(FI-MELINDA)000874521 1911 1
(FI-MELINDA)000874534 1909 1
(FI-MELINDA)000874615 1900 1
(FI-MELINDA)000874633 1872 1
(FI-MELINDA)000874636 1909 1
(FI-MELINDA)000874664 1901 1
(FI-MELINDA)000874669 1900 1
(FI-MELINDA)000874678 1902 1
(FI-MELINDA)000874721 1908 1
(FI-MELINDA)000874722 1906 1
(FI-MELINDA)000874724 1904 1
(FI-MELINDA)000874725 1907 1
(FI-MELINDA)000874727 1901 1
(FI-MELINDA)000874748 1906 1
(FI-MELINDA)000874795 1892 1
(FI-MELINDA)000874798 1906 1
(FI-MELINDA)000874817 1902 1
(FI-MELINDA)000874827 1907 1
(FI-MELINDA)000874842 1906 1
(FI-MELINDA)000874844 1908 1
(FI-MELINDA)000874846 1907 1
(FI-MELINDA)000874930 1901 1
(FI-MELINDA)000874959 1908 1
(FI-MELINDA)000874964 1908 1
(FI-MELINDA)000874981 1863 1
(FI-MELINDA)000874988 1893 1
(FI-MELINDA)000874989 1909 1
(FI-MELINDA)000874992 1907 1
(FI-MELINDA)000875016 1910 1
(FI-MELINDA)000875018 1908 1
(FI-MELINDA)000875081 1907 1
(FI-MELINDA)000875096 1901 1
(FI-MELINDA)000875103 1908 1
(FI-MELINDA)000875105 1908 1
(FI-MELINDA)000875125 1909 1
(FI-MELINDA)000875189 1914 1
(FI-MELINDA)000875197 1906 1
(FI-MELINDA)000875206 1906 1
(FI-MELINDA)000875207 1907 1
(FI-MELINDA)000875208 1896 1
(FI-MELINDA)000875224 1906 1
(FI-MELINDA)000875298 1868 1
(FI-MELINDA)000875310 1882 1
(FI-MELINDA)000875312 1908 1
(FI-MELINDA)000875325 1909 1
(FI-MELINDA)000875376 1891 1
(FI-MELINDA)000875377 1909 1
(FI-MELINDA)000875436 1909 1
(FI-MELINDA)000875443 1909 1
(FI-MELINDA)000875496 1901 1
(FI-MELINDA)000875508 1901 1
(FI-MELINDA)000875516 1910 1
(FI-MELINDA)000875521 1875 1
(FI-MELINDA)000875522 1905 1
(FI-MELINDA)000875538 1909 1
(FI-MELINDA)000875544 1908 1
(FI-MELINDA)000875550 1909 1
(FI-MELINDA)000875650 1904 1
(FI-MELINDA)000875651 1896 1
(FI-MELINDA)000875652 1908 1
(FI-MELINDA)000875653 1903 1
(FI-MELINDA)000875656 1898 1
(FI-MELINDA)000875660 1906 1
(FI-MELINDA)000875681 1910 1
(FI-MELINDA)000875684 1907 1
(FI-MELINDA)000875710 1903 1
(FI-MELINDA)000875714 1901 1
(FI-MELINDA)000875718 1898 1
(FI-MELINDA)000875719 1905 1
(FI-MELINDA)000875720 1901 1
(FI-MELINDA)000875723 1899 1
(FI-MELINDA)000875726 1901 1
(FI-MELINDA)000875727 1901 1
(FI-MELINDA)000875728 1900 1
(FI-MELINDA)000875729 1901 1
(FI-MELINDA)000875731 1900 1
(FI-MELINDA)000875738 1900 1
(FI-MELINDA)000875739 1888 1
(FI-MELINDA)000875742 1903 1
(FI-MELINDA)000875743 1902 1
(FI-MELINDA)000875749 1883 1
(FI-MELINDA)000875750 1901 1
(FI-MELINDA)000875813 1904 1
(FI-MELINDA)000875815 1905 1
(FI-MELINDA)000875818 1898 1
(FI-MELINDA)000875847 1902 1
(FI-MELINDA)000875850 1901 1
(FI-MELINDA)000875853 1893 1
(FI-MELINDA)000875862 1901 1
(FI-MELINDA)000875929 1901 1
(FI-MELINDA)000875947 1901 1
(FI-MELINDA)000875970 1901 1
(FI-MELINDA)000876000 1902 1
(FI-MELINDA)000876007 1903 1
(FI-MELINDA)000876048 1892 1
(FI-MELINDA)000876049 1898 1
(FI-MELINDA)000876108 1898 1
(FI-MELINDA)000876109 1904 1
(FI-MELINDA)000876170 1901 1
(FI-MELINDA)000876171 1902 1
(FI-MELINDA)000876173 1898 1
(FI-MELINDA)000876201 1901 1
(FI-MELINDA)000876202 1901 1
(FI-MELINDA)000876206 1901 1
(FI-MELINDA)000876215 1897 1
(FI-MELINDA)000876217 1899 1
(FI-MELINDA)000876222 1894 1
(FI-MELINDA)000876224 1898 1
(FI-MELINDA)000876231 1897 1
(FI-MELINDA)000876232 1902 1
(FI-MELINDA)000876256 1899 1
(FI-MELINDA)000876269 1901 1
(FI-MELINDA)000876299 1902 1
(FI-MELINDA)000876301 1901 1
(FI-MELINDA)000876302 1901 1
(FI-MELINDA)000876317 1903 1
(FI-MELINDA)000876318 1905 1
(FI-MELINDA)000876320 1902 1
(FI-MELINDA)000876322 1903 1
(FI-MELINDA)000876323 1901 1
(FI-MELINDA)000876326 1904 1
(FI-MELINDA)000876339 1903 1
(FI-MELINDA)000876449 1900 1
(FI-MELINDA)000876455 1895 1
(FI-MELINDA)000876467 1898 1
(FI-MELINDA)000876706 1893 1
(FI-MELINDA)000876710 1898 1
(FI-MELINDA)000876712 1898 1
(FI-MELINDA)000876715 1898 1
(FI-MELINDA)000876740 1896 1
(FI-MELINDA)000876747 1900 1
(FI-MELINDA)000876749 1898 1
(FI-MELINDA)000876751 1900 1
(FI-MELINDA)000876754 1899 1
(FI-MELINDA)000876757 1906 1
(FI-MELINDA)000876762 1909 1
(FI-MELINDA)000876773 1898 1
(FI-MELINDA)000876783 1896 1
(FI-MELINDA)000876816 1914 1
(FI-MELINDA)000876829 1901 1
(FI-MELINDA)000876840 1899 1
(FI-MELINDA)000876843 1899 1
(FI-MELINDA)000876875 1896 1
(FI-MELINDA)000876881 1897 1
(FI-MELINDA)000876933 1915 1
(FI-MELINDA)000876989 1898 1
(FI-MELINDA)000876995 1906 1
(FI-MELINDA)000877026 1896 1
(FI-MELINDA)000877047 1904 1
(FI-MELINDA)000877071 1917 1
(FI-MELINDA)000877099 1913 1
(FI-MELINDA)000877103 1892 1
(FI-MELINDA)000877104 1885 1
(FI-MELINDA)000877108 1891 1
(FI-MELINDA)000877129 1891 1
(FI-MELINDA)000877168 1904 1
(FI-MELINDA)000877202 1904 1
(FI-MELINDA)000877259 1904 1
(FI-MELINDA)000877261 1903 1
(FI-MELINDA)000877264 1901 1
(FI-MELINDA)000877266 1898 1
(FI-MELINDA)000877267 1901 1
(FI-MELINDA)000877303 1902 1
(FI-MELINDA)000877334 1903 1
(FI-MELINDA)000877355 1901 1
(FI-MELINDA)000877359 1901 1
(FI-MELINDA)000877372 1903 1
(FI-MELINDA)000877394 1903 1
(FI-MELINDA)000877411 1904 1
(FI-MELINDA)000877505 1903 1
(FI-MELINDA)000877560 1903 1
(FI-MELINDA)000877562 1894 1
(FI-MELINDA)000877607 1900 1
(FI-MELINDA)000877754 1897 1
(FI-MELINDA)000877760 1896 1
(FI-MELINDA)000877773 1883 1
(FI-MELINDA)000877913 1907 1
(FI-MELINDA)000877936 1901 1
(FI-MELINDA)000877938 1906 1
(FI-MELINDA)000877940 1902 1
(FI-MELINDA)000877945 1900 1
(FI-MELINDA)000877953 1901 1
(FI-MELINDA)000877957 1891 1
(FI-MELINDA)000877960 1916 1
(FI-MELINDA)000877961 1915 1
(FI-MELINDA)000877970 1895 1
(FI-MELINDA)000877973 1881 1
(FI-MELINDA)000878030 1893 1
(FI-MELINDA)000878041 1885 1
(FI-MELINDA)000878051 1907 1
(FI-MELINDA)000878059 1894 1
(FI-MELINDA)000878061 1885 1
(FI-MELINDA)000878064 1910 1
(FI-MELINDA)000878096 1914 1
(FI-MELINDA)000878161 1912 1
(FI-MELINDA)000878222 1905 1
(FI-MELINDA)000878226 1894 1
(FI-MELINDA)000878233 1894 1
(FI-MELINDA)000878314 1915 1
(FI-MELINDA)000878347 1902 1
(FI-MELINDA)000878352 1908 1
(FI-MELINDA)000878367 1914 1
(FI-MELINDA)000878368 1913 1
(FI-MELINDA)000878388 1915 1
(FI-MELINDA)000878465 1885 1
(FI-MELINDA)000878473 1886 1
(FI-MELINDA)000878488 1906 1
(FI-MELINDA)000878575 1913 1
(FI-MELINDA)000878578 1906 1
(FI-MELINDA)000878601 1912 1
(FI-MELINDA)000878602 1901 1
(FI-MELINDA)000878628 1913 1
(FI-MELINDA)000878630 1887 1
(FI-MELINDA)000878638 1911 1
(FI-MELINDA)000878643 1908 1
(FI-MELINDA)000878705 1890 1
(FI-MELINDA)000878706 1901 1
(FI-MELINDA)000878738 1885 1
(FI-MELINDA)000878740 1888 1
(FI-MELINDA)000878746 1887 1
(FI-MELINDA)000878750 1888 1
(FI-MELINDA)000878753 1890 1
(FI-MELINDA)000878798 1891 1
(FI-MELINDA)000878804 1882 1
(FI-MELINDA)000878844 1888 1
(FI-MELINDA)000878870 1881 1
(FI-MELINDA)000878873 1901 1
(FI-MELINDA)000878879 1901 1
(FI-MELINDA)000878928 1883 1
(FI-MELINDA)000878957 1881 1
(FI-MELINDA)000878964 1884 1
(FI-MELINDA)000878972 1876 1
(FI-MELINDA)000879161 1848 1
(FI-MELINDA)000879186 1877 1
(FI-MELINDA)000879234 1860 1
(FI-MELINDA)000879277 1900 1
(FI-MELINDA)000879631 1907 1
(FI-MELINDA)000879874 1908 1
(FI-MELINDA)000879887 1908 1
(FI-MELINDA)000879889 1915 1
(FI-MELINDA)000879902 1904 1
(FI-MELINDA)000879966 1896 1
(FI-MELINDA)000880041 1888 1
(FI-MELINDA)000880138 1902 1
(FI-MELINDA)000880152 1895 1
(FI-MELINDA)000880183 1905 1
(FI-MELINDA)000880248 1902 1
(FI-MELINDA)000880261 1903 1
(FI-MELINDA)000880319 1898 1
(FI-MELINDA)000880522 1899 1
(FI-MELINDA)000880586 1897 1
(FI-MELINDA)000880955 1893 1
(FI-MELINDA)000880956 1893 1
(FI-MELINDA)000881001 1892 1
(FI-MELINDA)000881020 1906 1
(FI-MELINDA)000881168 1912 1
(FI-MELINDA)000881170 1914 1
(FI-MELINDA)000881172 1904 1
(FI-MELINDA)000881174 1913 1
(FI-MELINDA)000881177 1881 1
(FI-MELINDA)000881187 1906 1
(FI-MELINDA)000881189 1904 1
(FI-MELINDA)000881191 1911 1
(FI-MELINDA)000881206 1900 1
(FI-MELINDA)000881217 1915 1
(FI-MELINDA)000881222 1912 1
(FI-MELINDA)000881228 1896 1
(FI-MELINDA)000881231 1906 1
(FI-MELINDA)000881232 1905 1
(FI-MELINDA)000881240 1913 1
(FI-MELINDA)000881248 1912 1
(FI-MELINDA)000881249 1889 1
(FI-MELINDA)000881251 1902 1
(FI-MELINDA)000881262 1914 1
(FI-MELINDA)000881275 1892 1
(FI-MELINDA)000881279 1915 1
(FI-MELINDA)000881283 1910 1
(FI-MELINDA)000881335 1901 1
(FI-MELINDA)000881373 1891 1
(FI-MELINDA)000881553 1892 1
(FI-MELINDA)000881561 1893 1
(FI-MELINDA)000884206 1894 1
(FI-MELINDA)000884236 1892 1
(FI-MELINDA)000884453 1884 1
(FI-MELINDA)000884469 1906 1
(FI-MELINDA)000884515 1888 1
(FI-MELINDA)000884561 1909 1
(FI-MELINDA)000884562 1909 1
(FI-MELINDA)000884576 1912 1
(FI-MELINDA)000884578 1904 1
(FI-MELINDA)000884580 1906 1
(FI-MELINDA)000884581 1907 1
(FI-MELINDA)000884583 1898 1
(FI-MELINDA)000884589 1909 1
(FI-MELINDA)000884594 1892 1
(FI-MELINDA)000884634 1911 1
(FI-MELINDA)000884712 1886 1
(FI-MELINDA)000884713 1907 1
(FI-MELINDA)000884714 1909 1
(FI-MELINDA)000884715 1908 1
(FI-MELINDA)000884729 1911 1
(FI-MELINDA)000884730 1913 1
(FI-MELINDA)000884737 1899 1
(FI-MELINDA)000884768 1898 1
(FI-MELINDA)000884807 1907 1
(FI-MELINDA)000884809 1910 1
(FI-MELINDA)000884814 1889 1
(FI-MELINDA)000884820 1908 1
(FI-MELINDA)000884821 1889 1
(FI-MELINDA)000884823 1898 1
(FI-MELINDA)000884843 1890 1
(FI-MELINDA)000884865 1892 1
(FI-MELINDA)000884866 1892 1
(FI-MELINDA)000884924 1893 1
(FI-MELINDA)000885083 1893 1
(FI-MELINDA)000885102 1888 1
(FI-MELINDA)000885103 1896 1
(FI-MELINDA)000885110 1913 1
(FI-MELINDA)000885112 1906 1
(FI-MELINDA)000885119 1899 1
(FI-MELINDA)000885121 1892 1
(FI-MELINDA)000885123 1912 1
(FI-MELINDA)000885124 1905 1
(FI-MELINDA)000885127 1899 1
(FI-MELINDA)000885171 1896 1
(FI-MELINDA)000885251 1898 1
(FI-MELINDA)000885275 1897 1
(FI-MELINDA)000885380 1896 1
(FI-MELINDA)000885404 1900 1
(FI-MELINDA)000885500 1895 1
(FI-MELINDA)000885576 1896 1
(FI-MELINDA)000885578 1895 1
(FI-MELINDA)000888507 1897 1
(FI-MELINDA)000888739 1895 1
(FI-MELINDA)000891481 1898 1
(FI-MELINDA)000891508 1897 1
(FI-MELINDA)000891701 1898 1
(FI-MELINDA)000891703 1899 1
(FI-MELINDA)000891742 1899 1
(FI-MELINDA)000891871 1894 1
(FI-MELINDA)000891876 1862 1
(FI-MELINDA)000891888 1878 1
(FI-MELINDA)000891936 1894 1
(FI-MELINDA)000891938 1894 1
(FI-MELINDA)000891959 1898 1
(FI-MELINDA)000891979 1888 1
(FI-MELINDA)000891987 1888 1
(FI-MELINDA)000892039 1886 1
(FI-MELINDA)000892044 1894 1
(FI-MELINDA)000892048 1896 1
(FI-MELINDA)000892050 1895 1
(FI-MELINDA)000892054 1898 1
(FI-MELINDA)000892067 1887 1
(FI-MELINDA)000892081 1896 1
(FI-MELINDA)000892098 1899 1
(FI-MELINDA)000892116 1897 1
(FI-MELINDA)000892124 1899 1
(FI-MELINDA)000892128 1895 1
(FI-MELINDA)000892147 1899 1
(FI-MELINDA)000892148 1900 1
(FI-MELINDA)000892149 1888 1
(FI-MELINDA)000892174 1886 1
(FI-MELINDA)000892192 1894 1
(FI-MELINDA)000892198 1897 1
(FI-MELINDA)000892203 1888 1
(FI-MELINDA)000892205 1899 1
(FI-MELINDA)000892213 1896 1
(FI-MELINDA)000892214 1888 1
(FI-MELINDA)000892222 1898 1
(FI-MELINDA)000892247 1897 1
(FI-MELINDA)000892249 1900 1
(FI-MELINDA)000892250 1866 1
(FI-MELINDA)000892256 1892 1
(FI-MELINDA)000892261 1898 1
(FI-MELINDA)000892262 1898 1
(FI-MELINDA)000892263 1898 1
(FI-MELINDA)000892280 1894 1
(FI-MELINDA)000892284 1893 1
(FI-MELINDA)000892288 1900 1
(FI-MELINDA)000892338 1899 1
(FI-MELINDA)000892340 1895 1
(FI-MELINDA)000892344 1896 1
(FI-MELINDA)000892357 1903 1
(FI-MELINDA)000892378 1899 1
(FI-MELINDA)000892404 1903 1
(FI-MELINDA)000892432 1901 1
(FI-MELINDA)000892448 1903 1
(FI-MELINDA)000892450 1902 1
(FI-MELINDA)000892451 1886 1
(FI-MELINDA)000892472 1903 1
(FI-MELINDA)000892474 1903 1
(FI-MELINDA)000892491 1902 1
(FI-MELINDA)000892526 1905 1
(FI-MELINDA)000892548 1903 1
(FI-MELINDA)000892576 1893 1
(FI-MELINDA)000892580 1901 1
(FI-MELINDA)000892593 1891 1
(FI-MELINDA)000892632 1901 1
(FI-MELINDA)000892633 1903 1
(FI-MELINDA)000892656 1901 1
(FI-MELINDA)000892674 1890 1
(FI-MELINDA)000892684 1887 1
(FI-MELINDA)000892694 1895 1
(FI-MELINDA)000892698 1886 1
(FI-MELINDA)000892706 1888 1
(FI-MELINDA)000892728 1888 1
(FI-MELINDA)000892732 1899 1
(FI-MELINDA)000892739 1898 1
(FI-MELINDA)000892740 1898 1
(FI-MELINDA)000892741 1898 1
(FI-MELINDA)000892742 1887 1
(FI-MELINDA)000892743 1889 1
(FI-MELINDA)000892826 1890 1
(FI-MELINDA)000892828 1887 1
(FI-MELINDA)000892842 1888 1
(FI-MELINDA)000893151 1895 1
(FI-MELINDA)000893259 1899 1
(FI-MELINDA)000893265 1896 1
(FI-MELINDA)000893585 1886 1
(FI-MELINDA)000893626 1887 1
(FI-MELINDA)000893629 1886 1
(FI-MELINDA)000893648 1886 1
(FI-MELINDA)000893660 1888 1
(FI-MELINDA)000893719 1896 1
(FI-MELINDA)000893720 1899 1
(FI-MELINDA)000893722 1886 1
(FI-MELINDA)000893726 1889 1
(FI-MELINDA)000893743 1898 1
(FI-MELINDA)000893757 1890 1
(FI-MELINDA)000893758 1886 1
(FI-MELINDA)000893759 1886 1
(FI-MELINDA)000893760 1886 1
(FI-MELINDA)000893769 1887 1
(FI-MELINDA)000893771 1889 1
(FI-MELINDA)000893779 1886 1
(FI-MELINDA)000893780 1890 1
(FI-MELINDA)000893790 1886 1
(FI-MELINDA)000893804 1897 1
(FI-MELINDA)000893814 1898 1
(FI-MELINDA)000893817 1887 1
(FI-MELINDA)000893843 1899 1
(FI-MELINDA)000893868 1885 1
(FI-MELINDA)000893881 1898 1
(FI-MELINDA)000893911 1893 1
(FI-MELINDA)000893915 1893 1
(FI-MELINDA)000894034 1891 1
(FI-MELINDA)000894037 1892 1
(FI-MELINDA)000894074 1891 1
(FI-MELINDA)000894121 1900 1
(FI-MELINDA)000894139 1892 1
(FI-MELINDA)000894186 1891 1
(FI-MELINDA)000894194 1895 1
(FI-MELINDA)000894195 1895 1
(FI-MELINDA)000894196 1891 1
(FI-MELINDA)000894197 1895 1
(FI-MELINDA)000894198 1895 1
(FI-MELINDA)000894200 1893 1
(FI-MELINDA)000894244 1886 1
(FI-MELINDA)000894303 1898 1
(FI-MELINDA)000894344 1897 1
(FI-MELINDA)000894378 1899 1
(FI-MELINDA)000894380 1899 1
(FI-MELINDA)000894588 1899 1
(FI-MELINDA)000894637 1898 1
(FI-MELINDA)000894699 1896 1
(FI-MELINDA)000894703 1899 1
(FI-MELINDA)000894766 1896 1
(FI-MELINDA)000894779 1897 1
(FI-MELINDA)000894830 1886 1
(FI-MELINDA)000894954 1897 1
(FI-MELINDA)000895354 1897 1
(FI-MELINDA)000895389 1894 1
(FI-MELINDA)000895390 1892 1
(FI-MELINDA)000895395 1892 1
(FI-MELINDA)000895400 1894 1
(FI-MELINDA)000895464 1895 1
(FI-MELINDA)000895467 1890 1
(FI-MELINDA)000895546 1896 1
(FI-MELINDA)000895548 1898 1
(FI-MELINDA)000895858 1893 1
(FI-MELINDA)000895891 1889 1
(FI-MELINDA)000895932 1896 1
(FI-MELINDA)000896988 1890 1
(FI-MELINDA)000897129 1869 1
(FI-MELINDA)000897341 1872 1
(FI-MELINDA)000897763 1888 1
(FI-MELINDA)000899133 1890 1
(FI-MELINDA)000900715 1890 1
(FI-MELINDA)000900719 1889 1
(FI-MELINDA)000901545 1887 1
(FI-MELINDA)000902534 1885 1
(FI-MELINDA)000902546 1886 1
(FI-MELINDA)000906252 1887 1
(FI-MELINDA)000907116 1879 1
(FI-MELINDA)000907239 1828 1
(FI-MELINDA)000907252 1818 1
(FI-MELINDA)000907339 1870 1
(FI-MELINDA)000908243 1849 1
(FI-MELINDA)000909883 1882 1
(FI-MELINDA)000911925 1863 1
(FI-MELINDA)000912055 1862 1
(FI-MELINDA)000912083 1858 1
(FI-MELINDA)000912607 1884 1
(FI-MELINDA)000912886 1829 1
(FI-MELINDA)000913599 1881 1
(FI-MELINDA)000914001 1884 1
(FI-MELINDA)000914957 1903 1
(FI-MELINDA)000916393 1872 1
(FI-MELINDA)000917235 1892 1
(FI-MELINDA)000918863 1864 1
(FI-MELINDA)000918945 1891 1
(FI-MELINDA)000919129 1877 1
(FI-MELINDA)000919253 1859 1
(FI-MELINDA)000919516 1810 1
(FI-MELINDA)000920062 1822 1
(FI-MELINDA)000920149 1905 1
(FI-MELINDA)000920179 1874 1
(FI-MELINDA)000920926 1867 1
(FI-MELINDA)000922599 1887 1
(FI-MELINDA)000922600 1888 1
(FI-MELINDA)000923148 1887 1
(FI-MELINDA)000923396 1901 1
(FI-MELINDA)000923469 1888 1
(FI-MELINDA)000923481 1882 1
(FI-MELINDA)000937892 1912 1
(FI-MELINDA)000938908 1909 1
(FI-MELINDA)000938965 1866 1
(FI-MELINDA)000939609 1867 1
(FI-MELINDA)000940436 1900 1
(FI-MELINDA)000940815 1912 1
(FI-MELINDA)000940870 1908 1
(FI-MELINDA)000940958 1910 1
(FI-MELINDA)000944730 1900 1
(FI-MELINDA)000945683 1909 1
(FI-MELINDA)000946061 1899 1
(FI-MELINDA)000947069 1900 1
(FI-MELINDA)000947159 1916 1
(FI-MELINDA)000947792 1917 1
(FI-MELINDA)000947984 1910 1
(FI-MELINDA)000948114 1900 1
(FI-MELINDA)000952532 1851 1
(FI-MELINDA)000953553 1909 1
(FI-MELINDA)000953869 1842 1
(FI-MELINDA)000954561 1846 1
(FI-MELINDA)000955152 1811 1
(FI-MELINDA)000955892 1847 1
(FI-MELINDA)000955893 1915 1
(FI-MELINDA)000955963 1869 1
(FI-MELINDA)000955967 1843 1
(FI-MELINDA)000955969 1888 1
(FI-MELINDA)000955980 1847 1
(FI-MELINDA)000956064 1903 1
(FI-MELINDA)000956067 1913 1
(FI-MELINDA)000956084 1906 1
(FI-MELINDA)000956085 1911 1
(FI-MELINDA)000956090 1887 1
(FI-MELINDA)000956353 1907 1
(FI-MELINDA)000956465 1895 1
(FI-MELINDA)000957014 1913 1
(FI-MELINDA)000957060 1906 1
(FI-MELINDA)000957078 1898 1
(FI-MELINDA)000957085 1840 1
(FI-MELINDA)000957117 1893 1
(FI-MELINDA)000957256 1866 1
(FI-MELINDA)000957336 1863 1
(FI-MELINDA)000957582 1910 1
(FI-MELINDA)000957589 1909 1
(FI-MELINDA)000957645 1875 1
(FI-MELINDA)000957649 1894 1
(FI-MELINDA)000957664 1870 1
(FI-MELINDA)000957723 1862 1
(FI-MELINDA)000957733 1889 1
(FI-MELINDA)000957741 1821 1
(FI-MELINDA)000957874 1909 1
(FI-MELINDA)000957875 1917 1
(FI-MELINDA)000957887 1910 1
(FI-MELINDA)000957891 1881 1
(FI-MELINDA)000957908 1899 1
(FI-MELINDA)000957989 1897 1
(FI-MELINDA)000958033 1898 1
(FI-MELINDA)000958074 1903 1
(FI-MELINDA)000958077 1880 1
(FI-MELINDA)000958078 1900 1
(FI-MELINDA)000958079 1906 1
(FI-MELINDA)000958088 1898 1
(FI-MELINDA)000958168 1881 1
(FI-MELINDA)000958171 1883 1
(FI-MELINDA)000958173 1910 1
(FI-MELINDA)000958179 1855 1
(FI-MELINDA)000958186 1888 1
(FI-MELINDA)000958188 1895 1
(FI-MELINDA)000958201 1908 1
(FI-MELINDA)000958237 1911 1
(FI-MELINDA)000958254 1900 1
(FI-MELINDA)000958274 1899 1
(FI-MELINDA)000958280 1902 1
(FI-MELINDA)000958311 1914 1
(FI-MELINDA)000958347 1902 1
(FI-MELINDA)000958448 1901 1
(FI-MELINDA)000958460 1896 1
(FI-MELINDA)000958461 1899 1
(FI-MELINDA)000958504 1902 1
(FI-MELINDA)000958672 1860 1
(FI-MELINDA)000958673 1891 1
(FI-MELINDA)000958674 1891 1
(FI-MELINDA)000958675 1912 1
(FI-MELINDA)000958677 1915 1
(FI-MELINDA)000958790 1884 1
(FI-MELINDA)000959032 1890 1
(FI-MELINDA)000959359 1898 1
(FI-MELINDA)000959374 1911 1
(FI-MELINDA)000959379 1856 1
(FI-MELINDA)000960183 1882 1
(FI-MELINDA)000960184 1882 1
(FI-MELINDA)000960194 1892 1
(FI-MELINDA)000960214 1902 1
(FI-MELINDA)000960355 1904 1
(FI-MELINDA)000960720 1899 1
(FI-MELINDA)000961347 1908 1
(FI-MELINDA)000961557 1900 1
(FI-MELINDA)000961584 1907 1
(FI-MELINDA)000961593 1914 1
(FI-MELINDA)000961729 1876 1
(FI-MELINDA)000961786 1892 1
(FI-MELINDA)000961791 1910 1
(FI-MELINDA)000961811 1900 1
(FI-MELINDA)000961814 1890 1
(FI-MELINDA)000961815 1892 1
(FI-MELINDA)000961991 1909 1
(FI-MELINDA)000962006 1844 1
(FI-MELINDA)000962008 1895 1
(FI-MELINDA)000962018 1902 1
(FI-MELINDA)000962105 1905 1
(FI-MELINDA)000962124 1849 1
(FI-MELINDA)000962163 1896 1
(FI-MELINDA)000962180 1901 1
(FI-MELINDA)000962200 1866 1
(FI-MELINDA)000962225 1891 1
(FI-MELINDA)000962226 1915 1
(FI-MELINDA)000962264 1873 1
(FI-MELINDA)000962316 1894 1
(FI-MELINDA)000962336 1893 1
(FI-MELINDA)000962348 1894 1
(FI-MELINDA)000962351 1910 1
(FI-MELINDA)000962452 1890 1
(FI-MELINDA)000962456 1915 1
(FI-MELINDA)000965552 1856 1
(FI-MELINDA)000965684 1901 1
(FI-MELINDA)000969221 1894 1
(FI-MELINDA)000970393 1818 1
(FI-MELINDA)000971178 1899 1
(FI-MELINDA)000971181 1901 1
(FI-MELINDA)000971184 1901 1
(FI-MELINDA)000971520 1903 1
(FI-MELINDA)000976209 1899 1
(FI-MELINDA)000980957 1903 1
(FI-MELINDA)000981702 1867 1
(FI-MELINDA)000981747 1873 1
(FI-MELINDA)000982156 1902 1
(FI-MELINDA)000982844 1914 1
(FI-MELINDA)000984741 1909 1
(FI-MELINDA)000984753 1904 1
(FI-MELINDA)001138472 1916 1
(FI-MELINDA)001138474 1908 1
(FI-MELINDA)001156827 1898 1
(FI-MELINDA)001160709 1892 1
(FI-MELINDA)001261246 1900 1
(FI-MELINDA)001261253 1904 1
(FI-MELINDA)001261259 1909 1
(FI-MELINDA)001261275 1911 1
(FI-MELINDA)001261333 1909 1
(FI-MELINDA)001261407 1906 1
(FI-MELINDA)001261622 1909 1
(FI-MELINDA)001297603 1836 1
(FI-MELINDA)001356855 1890 1
(FI-MELINDA)001363556 1889 1
(FI-MELINDA)001364336 1905 1
(FI-MELINDA)001365946 1906 1
(FI-MELINDA)001390040 1901 1
(FI-MELINDA)001394563 1911 1
(FI-MELINDA)001453607 1913 1
(FI-MELINDA)001486841 1914 1
(FI-MELINDA)001531800 1873 1
(FI-MELINDA)001617355 1894 1
(FI-MELINDA)001699933 1879 1
(FI-MELINDA)001754977 1899 1
(FI-MELINDA)001755035 1850 1
(FI-MELINDA)001807429 1849 1
(FI-MELINDA)001826923 1912 1
(FI-MELINDA)001834644 1908 1
(FI-MELINDA)001841067 1880 1
(FI-MELINDA)001851890 1898 1
(FI-MELINDA)001889153 1904 1
(FI-MELINDA)001914395 1896 1
(FI-MELINDA)001928558 1817 1
(FI-MELINDA)001952002 1864 1
(FI-MELINDA)001965138 1906 1
(FI-MELINDA)001967574 1904 1
(FI-MELINDA)001979578 1894 1
(FI-MELINDA)002004594 1912 1
(FI-MELINDA)002005591 1901 1
(FI-MELINDA)002028056 1912 1
(FI-MELINDA)002031247 1908 1
(FI-MELINDA)002032710 1901 1
(FI-MELINDA)002032712 1901 1
(FI-MELINDA)002032746 1901 1
(FI-MELINDA)002032755 1901 1
(FI-MELINDA)002045808 1902 1
(FI-MELINDA)002049712 1904 1
(FI-MELINDA)002085528 1903 1
(FI-MELINDA)002095978 1898 1
(FI-MELINDA)002097768 1915 1
(FI-MELINDA)002101314 1916 1
(FI-MELINDA)002102226 1869 1
(FI-MELINDA)002102523 1907 1
(FI-MELINDA)002103174 1910 1
(FI-MELINDA)002103351 1881 1
(FI-MELINDA)002112625 1892 1
(FI-MELINDA)002112628 1896 1
(FI-MELINDA)002117591 1889 1
(FI-MELINDA)002129970 1894 1
(FI-MELINDA)002134834 1889 1
(FI-MELINDA)002134843 1889 1
(FI-MELINDA)002155236 1909 1
(FI-MELINDA)002155247 1886 1
(FI-MELINDA)002155275 1914 1
(FI-MELINDA)002155667 1908 1
(FI-MELINDA)002163954 1886 1
(FI-MELINDA)002166478 1912 1
(FI-MELINDA)002166789 1909 1
(FI-MELINDA)002184991 1909 1
(FI-MELINDA)002184995 1902 1
(FI-MELINDA)002191073 1883 1
(FI-MELINDA)002215860 1897 1
(FI-MELINDA)002230789 1881 1
