Name	Count	Percentage
fit	8	38.10
isl	2	 9.52
jap	2	 9.52
engestfingerhunitalitlavnorpolrusswe	1	 4.76
fla	1	 4.76
gar	1	 4.76
hut	1	 4.76
jpa	1	 4.76
kur fin	1	 4.76
kwn	1	 4.76
mari	1	 4.76
n	1	 4.76
